code,title,location
SLE742,Systems and Strategic Thinking,Burwood (Melbourne)
SLE743,Regional Development Modelling,Burwood (Melbourne)
SLE761,Research Planning and Communication,Burwood (Melbourne)
SLE763,Research Frontiers Project,Burwood (Melbourne)
SLE764,Research Thesis 1,Burwood (Melbourne)
SLE765,Research Thesis 2,Burwood (Melbourne)
SLE766,Industry Practice,Burwood (Melbourne)
SRM181,Project Management 1,Burwood (Melbourne)
SRM261,Contract Administration 2,Burwood (Melbourne)
SRT112,Sustainable Construction,Burwood (Melbourne)
SRT151,Construction and Structures 1,Burwood (Melbourne)
SRT153,Building Materials Science,Burwood (Melbourne)
SRT214,Commercial Property Construction Studies,Burwood (Melbourne)
STP301,Industry Based Learning,Burwood (Melbourne)
STP341,Career Placement,Burwood (Melbourne)
AIA105,Visions of Australia: Time and Space From 1700 to 2010,Warrnambool
ALL153,Literature for Children and Young Adults,Warrnambool
EAD110,Communication Skills for Study and Work,Warrnambool
EAD111,"Digital Literacy: Finding, Evaluating and Interpreting Information",Warrnambool
EAD112,Critical Thinking and Problem Solving: Using Analysis to Develop Solutions,Warrnambool
EAD113,Teamwork: Working Constructively with Others,Warrnambool
ECA100,Engaging and Exploring Arts Education,Warrnambool
ECA210,"Music Studies: Earth, Wind and Fire",Warrnambool
ECL210,Multiliterate Learners in Early Years Environments,Warrnambool
ECL310,Multiliterate Learners in Middle Years Environments,Warrnambool
ECL410,Literacy Teacher - Researchers in New Times,Warrnambool
ECP400,Building Leadership Capacity in the School and Wider Community,Warrnambool
EEA311,Primary Arts Education: Focussed Study,Warrnambool
EEE308,"Curriculum, Assessment and Reporting: Primary",Warrnambool
EEE401,Professional Relationships,Warrnambool
EEE402,Transition to Beginning Teaching,Warrnambool
EEH116,Primary Physical Education,Warrnambool
EEH217,Student Health and Wellbeing,Warrnambool
EEI301,Personalising Learning: a Transdisciplinary Approach,Warrnambool
EEI302,Role of Multimodal Therapies in Special Education,Warrnambool
EEO211,Humanities Education in the 3-6 Primary Levels,Warrnambool
EEO311,Learners Living in Their World: Humanities Perspectives,Warrnambool
EEO410,Learners Inquiring in and About Their World: Human Disciplines,Warrnambool
EEP202,Primary School Experience 2,Warrnambool
EEP301,Primary School Experience 3,Warrnambool
EEP302,Primary School Experience 4,Warrnambool
EEP401,Primary School Experience 5,Warrnambool
EEP402,Primary School Experience 6,Warrnambool
EEP403,Primary School Experience 7,Warrnambool
EES245,Primary Science Education 1,Warrnambool
EES300,"Science, Technology, Engineering and Mathematics (STEM) Education",Warrnambool
EES345,Primary Science Education 1,Warrnambool
EES440,Primary Science Education 2,Warrnambool
ESM211,Children and Mathematics: Developing Mathematical Concepts,Warrnambool
ESM303,Primary Mathematics Lesson Study,Warrnambool
ESM310,Teachers and Mathematics: Creating An Effective Classroom,Warrnambool
EST400,Primary Technology Education: Creativity and Design,Warrnambool
ETP101,Perspectives On Learning and Teachers' Work,Warrnambool
ETP102,Social Contexts of Education,Warrnambool
ETP200,Classroom Relationships,Warrnambool
ETP300,Educating Students with Additional Needs,Warrnambool
ETP303,Curriculum and Pedagogy,Warrnambool
ETP400,Assessment: Ways of Knowing Learners,Warrnambool
ETP401,Assessment: Ways of Knowing Learners,Warrnambool
ETP402,University-To-Work Transition,Warrnambool
ETP403,University-To-Work Transition,Warrnambool
ETS301,Pedagogy - Middle Years (7-10),Warrnambool
ETS302,Curriculum Inquiry - Middle Years (7-10),Warrnambool
HBS107,Understanding Health,Warrnambool
HBS109,Introduction to Anatomy and Physiology,Warrnambool
HBS110,Health Behaviour,Warrnambool
HBS345,Collaborative Practice in Healthcare,Warrnambool
HNM101,Partnerships in Midwifery Care 1,Warrnambool
HNM102,Partnerships in Midwifery Care 2,Warrnambool
HNM201,Partnerships in Midwifery Care 3,Warrnambool
HNM202,Collaboration in Midwifery Care,Warrnambool
HNM310,Midwifery Practice 1,Warrnambool
HNM311,Midwifery Practice 2,Warrnambool
HNM313,Complexities in Midwifery Care,Warrnambool
HNM314,Primary Midwifery Practice,Warrnambool
HNM323,Challenges in Infant Care,Warrnambool
HNN108,Understanding Research Evidence,Warrnambool
HNN112,Quality and Safety: Nursing Practice 1,Warrnambool
HNN114,Health Assessment,Warrnambool
HNN120,Quality and Safety in Health Care,Warrnambool
HNN122,Quality and Safety: Nursing Practice 2,Warrnambool
HNN215,Quality Use of Medicines,Warrnambool
HNN217,Community Nursing Practice,Warrnambool
HNN222,Mental Health and Illness,Warrnambool
HNN227,Quality and Safety: Nursing Practice 3,Warrnambool
HNN300,Child and Adolescent Health,Warrnambool
HNN301,Mental Health Promotion,Warrnambool
HNN318,The Older Person and Supportive Care,Warrnambool
HNN319,Chronic Illness and Supportive Care,Warrnambool
HNN320,Leadership and Clinical Governance,Warrnambool
HNN325,Comprehensive Nursing Practice,Warrnambool
HNR410,Research Project 1,Warrnambool
HNR411,Research Project 2,Warrnambool
HNR412,Research Planning in Nursing,Warrnambool
HPS104,Foundations of Psychological Science,Warrnambool
HPS111,Psychology A: Fundamentals of Human Behaviour,Warrnambool
HPS121,Psychology B: Individual and Social Development,Warrnambool
HPS201,Research Methods in Psychology A,Warrnambool
HPS202,Child and Adolescent Development,Warrnambool
HPS203,The Human Mind,Warrnambool
HPS204,Human Social Behaviour,Warrnambool
HPS301,Research Methods in Psychology B,Warrnambool
HPS308,Psychopathology,Warrnambool
HPS771,Research Methods in Psychology A,Warrnambool
HPS772,Child and Adolescent Development,Warrnambool
HPS774,Human Social Behaviour,Warrnambool
HPY711,Psychology A: Fundamentals of Human Behaviour,Warrnambool
HPY713,Psychology B: Individual and Social Development,Warrnambool
HSE203,Exercise Behaviour,Warrnambool
HSH313,Contemporary Health Issues,Warrnambool
HSN101,"Foundations of Food, Nutrition and Health",Warrnambool
HSN202,Lifespan Nutrition,Warrnambool
HSN211,Nutritional Physiology,Warrnambool
HSN301,Diet and Disease,Warrnambool
MAA103,Accounting for Decision Making,Warrnambool
MAA250,Ethics for Financial Professionals,Warrnambool
MAA255,Financial Planning,Warrnambool
MAA261,Financial Accounting,Warrnambool
MAA262,Management Accounting,Warrnambool
MAA303,Audit and Assurance,Warrnambool
MAA310,Accounting and Society,Warrnambool
MAA317,Superannuation Planning,Warrnambool
MAA318,Advanced Financial Planning,Warrnambool
MAA319,Estate Planning and Insurance,Warrnambool
MAA363,Corporate Accounting,Warrnambool
MAB242,Agribusiness Governance,Warrnambool
MAB251,Agribusiness Resource Management,Warrnambool
MAB341,"Global Challenges: Food, Water and Climate",Warrnambool
MAB352,Agribusiness Technology,Warrnambool
MAB353,Applied Agribusiness Project,Warrnambool
MAE101,Economic Principles,Warrnambool
MAE203,The Global Economy,Warrnambool
MAE256,Analytical Methods in Economics and Finance,Warrnambool
MAF101,Fundamentals of Finance,Warrnambool
MAF202,Money and Capital Markets,Warrnambool
MAF203,Business Finance,Warrnambool
MAF302,Corporate Finance,Warrnambool
MAF307,Equities and Investment Analysis,Warrnambool
MIS171,Business Analytics,Warrnambool
MLC101,Law for Commerce,Warrnambool
MLC301,Principles of Income Tax Law,Warrnambool
MMK101,Marketing Fundamentals,Warrnambool
MMM132,Management,Warrnambool
MWL101,Professional Insight,Warrnambool
SIT106,Fundamental Concepts of Mathematics,Warrnambool
SLE010,Laboratory and Fieldwork Safety Induction Program,Warrnambool
SLE103,Ecology and the Environment,Warrnambool
SLE104,The Blue Planet: Water and Life,Warrnambool
SLE105,Marine Pollution,Warrnambool
SLE111,Cells and Genes,Warrnambool
SLE121,Environmental Sustainability,Warrnambool
SLE133,Chemistry in Our World,Warrnambool
SLE163,Marine and Coastal Ecosystems,Warrnambool
SLE219,Marine Invertebrates,Warrnambool
SLE223,Water Quality and Ecological Health,Warrnambool
SLE244,Marine Ecology,Warrnambool
SLE251,Research Methods and Data Analysis,Warrnambool
SLE262,Aquaculture and the Environment,Warrnambool
SLE265,Marine Botany,Warrnambool
SLE291,Marine Vertebrates,Warrnambool
SLE301,Professional Practice,Warrnambool
SLE304,Geographic Information Systems for Marine Environments,Warrnambool
SLE305,"Integrating Marine, Coastal and Catchment Management",Warrnambool
SLE314,Research Project,Warrnambool
SLE325,Marine Ecotoxicology and Risk Assessment,Warrnambool
SLE326,Landscape Drones,Warrnambool
SLE349,Catchments to Coasts:  Ecological Health,Warrnambool
SLE420,Honours Biology Research 1A,Warrnambool
SLE421,Honours Biology Research 1B,Warrnambool
SLE422,Honours Biology Research 2,Warrnambool
SLE423,Honours Biology Research 3,Warrnambool
SLE440,Honours Environmental Science Research 1A,Warrnambool
SLE441,Honours Environmental Science Research 1B,Warrnambool
SLE442,Honours Environmental Science Research 2,Warrnambool
SLE443,Honours Environmental Science Research 3,Warrnambool
SLE451,Science Professionalism,Warrnambool
SLE452,Research Design and Data Analysis,Warrnambool
ACA100,Introductory Creative Studio 1A,Waterfront (Geelong)
ACA101,Introductory Creative Studio 1B,Waterfront (Geelong)
ACA401,Creative Studio A,Waterfront (Geelong)
ACA410,Contemporary Debates in the Creative Arts,Waterfront (Geelong)
ACA411,Methods and Design for Creative Arts Research,Waterfront (Geelong)
ACA491,Research Project 1,Waterfront (Geelong)
ACA492,Research Project 2,Waterfront (Geelong)
ACA493,Research Project 3,Waterfront (Geelong)
ACA701,Creative Studio A,Waterfront (Geelong)
ACA702,Creative Studio B,Waterfront (Geelong)
ACA703,Advanced Creative Research Project A,Waterfront (Geelong)
ACA704,Advanced Creative Research Project B,Waterfront (Geelong)
ACA710,Contemporary Debates in the Creative Arts,Waterfront (Geelong)
ACA711,Methods and Design for Creative Arts Research,Waterfront (Geelong)
ACC200,Freelancing in the Arts,Waterfront (Geelong)
ACG103,Design Skills,Waterfront (Geelong)
ACI101,Analogue Photography,Waterfront (Geelong)
ACI102,Digital Photography,Waterfront (Geelong)
ACI201,Alternative Imaging,Waterfront (Geelong)
ACI202,Digital Imaging 2: Advanced,Waterfront (Geelong)
ACI203,Darkroom Practices,Waterfront (Geelong)
ACI204,Photographic Storytelling,Waterfront (Geelong)
ACI205,Photographic Lighting,Waterfront (Geelong)
ACI301,Experimental Photography and Creative Practice,Waterfront (Geelong)
ACI302,Photographic Lighting 2: Studio Lighting,Waterfront (Geelong)
ACI303,New Worlds: Intersections of Art and Science,Waterfront (Geelong)
ACI304,Folio and Professional Practice,Waterfront (Geelong)
ACR101,Introducing Crime and Criminology,Waterfront (Geelong)
ACR102,Introducing Crime and Criminal Justice,Waterfront (Geelong)
ACV101,Painting in the Visual Arts,Waterfront (Geelong)
ACV115,Drawing and the Body in Visual Arts,Waterfront (Geelong)
ACV205,Contemporary Art Practice: Pluralism,Waterfront (Geelong)
ACV206,Contemporary Art Practice: Abstraction,Waterfront (Geelong)
ACV207,Materialising the Image: Visual Art and Photography Since 1989,Waterfront (Geelong)
ACV210,Integrated Practice 1,Waterfront (Geelong)
ACV307,Contemporary Art Practice: Research,Waterfront (Geelong)
ACV310,Artist's Books Studio,Waterfront (Geelong)
ACV311,Art in the Postdigital Age,Waterfront (Geelong)
ACV312,Contemporary Art Practice: Production,Waterfront (Geelong)
ADD101,Design Thinking,Waterfront (Geelong)
ADD102,Design Skills and Technologies 1,Waterfront (Geelong)
ADD103,Design Skills and Technologies 2,Waterfront (Geelong)
ADD104,Design Laboratory,Waterfront (Geelong)
ADD201,Designing User Experience,Waterfront (Geelong)
ADD202,Design Strategies,Waterfront (Geelong)
ADD203,Professional Practice in Design,Waterfront (Geelong)
ADD301,Collaborative Design Project,Waterfront (Geelong)
ADD302,Individual Design Portfolio,Waterfront (Geelong)
ADD303,Design to Change the World,Waterfront (Geelong)
ADV101,Drawing and Illustration,Waterfront (Geelong)
ADV102,Typography and Publication Design,Waterfront (Geelong)
ADV201,Web Design and Interactivity,Waterfront (Geelong)
ADV202,Branding Design,Waterfront (Geelong)
ADV203,Visual Communication Design Studio,Waterfront (Geelong)
AIS101,Intercultural Communication,Waterfront (Geelong)
AIS201,International Studies @ Work,Waterfront (Geelong)
AIS204,"Gender, Globalisation and Development",Waterfront (Geelong)
AIS303,International Studies Capstone Portfolio,Waterfront (Geelong)
ALR104,Strategic Communication and Writing,Waterfront (Geelong)
HBS345,Collaborative Practice in Healthcare,Waterfront (Geelong)
HDS101,Communication and Diversity,Waterfront (Geelong)
HNM101,Partnerships in Midwifery Care 1,Waterfront (Geelong)
HNM102,Partnerships in Midwifery Care 2,Waterfront (Geelong)
HNM201,Partnerships in Midwifery Care 3,Waterfront (Geelong)
HNM202,Collaboration in Midwifery Care,Waterfront (Geelong)
HNM310,Midwifery Practice 1,Waterfront (Geelong)
HNM311,Midwifery Practice 2,Waterfront (Geelong)
HNM313,Complexities in Midwifery Care,Waterfront (Geelong)
HNM314,Primary Midwifery Practice,Waterfront (Geelong)
HNM323,Challenges in Infant Care,Waterfront (Geelong)
HNN108,Understanding Research Evidence,Waterfront (Geelong)
HNN112,Quality and Safety: Nursing Practice 1,Waterfront (Geelong)
HNN114,Health Assessment,Waterfront (Geelong)
HNN120,Quality and Safety in Health Care,Waterfront (Geelong)
HNN122,Quality and Safety: Nursing Practice 2,Waterfront (Geelong)
HNN215,Quality Use of Medicines,Waterfront (Geelong)
HNN217,Community Nursing Practice,Waterfront (Geelong)
HNN222,Mental Health and Illness,Waterfront (Geelong)
HNN227,Quality and Safety: Nursing Practice 3,Waterfront (Geelong)
HNN300,Child and Adolescent Health,Waterfront (Geelong)
HNN301,Mental Health Promotion,Waterfront (Geelong)
HNN318,The Older Person and Supportive Care,Waterfront (Geelong)
HNN319,Chronic Illness and Supportive Care,Waterfront (Geelong)
HNN320,Leadership and Clinical Governance,Waterfront (Geelong)
HNN325,Comprehensive Nursing Practice,Waterfront (Geelong)
HNR410,Research Project 1,Waterfront (Geelong)
HNR411,Research Project 2,Waterfront (Geelong)
HNR412,Research Planning in Nursing,Waterfront (Geelong)
HPS431,Psychological Assessment,Waterfront (Geelong)
HPS432,Research Methods in Psychology C,Waterfront (Geelong)
HPS433,Client-Centred Skills in Practice,Waterfront (Geelong)
HPS434,Research Methods in Psychology D,Waterfront (Geelong)
HPS435,Research Project A,Waterfront (Geelong)
HPS436,Research Project B,Waterfront (Geelong)
HPS705,Advanced Clinical Assessment,Waterfront (Geelong)
HPS706,Clinical Placement and Case Analysis 1,Waterfront (Geelong)
HPS707,Advanced and Applied Research Methods,Waterfront (Geelong)
HPS709,Clinical Placement and Case Analysis 2,Waterfront (Geelong)
HPS711,Psychological Intervention 3,Waterfront (Geelong)
HPS712,Clinical Placement and Case Analysis 3,Waterfront (Geelong)
HPS714,Studies in Psychopathology,Waterfront (Geelong)
HPS715,Psychological Assessment,Waterfront (Geelong)
HPS742,Research Methods in Psychology C,Waterfront (Geelong)
HPS766,Research Thesis A,Waterfront (Geelong)
HPS767,Research Thesis B,Waterfront (Geelong)
HPS776,Issues in Professional Psychology,Waterfront (Geelong)
HPS777,Psychological Intervention 1,Waterfront (Geelong)
HPS778,Biological and Neuropsychological Perspectives on Disorder,Waterfront (Geelong)
HPS779,Psychological Assessment,Waterfront (Geelong)
HPS787,Research Thesis C,Waterfront (Geelong)
HPY710,Client-Centred Skills in Practice,Waterfront (Geelong)
HPY712,Research Methods in Psychology D,Waterfront (Geelong)
HPY720,Research Project A,Waterfront (Geelong)
HPY721,Research Project B,Waterfront (Geelong)
HPY722,Practice and Ethics in Professional Psychology,Waterfront (Geelong)
HPY723,Psychological Assessment in Practice,Waterfront (Geelong)
HPY724,Psychological Interview and Intervention Strategies,Waterfront (Geelong)
HPY725,Professional Practicum A,Waterfront (Geelong)
HPY726,Psychological Practice Across the Lifespan,Waterfront (Geelong)
HPY727,Working with Diverse Populations,Waterfront (Geelong)
HPY728,Applied Methods for Professional Practice,Waterfront (Geelong)
HPY729,Professional Practicum B,Waterfront (Geelong)
HSO102,Foundations of Occupational Science and Therapy A,Waterfront (Geelong)
HSO104,Foundations of Occupational Science and Therapy B,Waterfront (Geelong)
HSO202,Impact of Health Conditions On Occupational Performance,Waterfront (Geelong)
HSO205,Occupations in Childhood Development,Waterfront (Geelong)
HSO206,Occupation Across the Lifespan,Waterfront (Geelong)
HSO207,"Neurological Structure, Function and Plasticity",Waterfront (Geelong)
HSO208,Analysis of Occupational Performance,Waterfront (Geelong)
HSO302,Evidence-Based Occupational Therapy Practice,Waterfront (Geelong)
HSO304,Professional Practice Education A,Waterfront (Geelong)
HSO305,Occupational Performance: Evaluation and Intervention 1,Waterfront (Geelong)
HSO306,Occupational Performance: Evaluation and Intervention 2,Waterfront (Geelong)
HSO307,Psychosocial Influences on Occupational Performance 1,Waterfront (Geelong)
HSO308,Psychosocial Influences On Occupational Performance 2,Waterfront (Geelong)
HSO401,OT Practice Applying Knowledge and Reasoning,Waterfront (Geelong)
HSO403,Promoting Occupational Engagement Through Assistive Technology,Waterfront (Geelong)
HSO405,Professional Practice Education B,Waterfront (Geelong)
HSO408,Transition to Practice,Waterfront (Geelong)
HSO411,OT Honours Proposal Ethics and Literature,Waterfront (Geelong)
HSO414,OT Honours Analysis and Critique,Waterfront (Geelong)
HSO416,Honours Research Project,Waterfront (Geelong)
HSO417,Occupational Therapy Professional Development,Waterfront (Geelong)
HSO418,Innovation and Evaluation in OT Practice,Waterfront (Geelong)
HSW101,Introduction to Social Work: Social Work Theory and Practice A,Waterfront (Geelong)
HSW111,Theories for Social Work Practice: Social Work Theory and Practice B,Waterfront (Geelong)
HSW118,Social Work Methods in Context: Social Work Theory and Practice C,Waterfront (Geelong)
HSW201,"Human Rights and Social Justice: Values, Ethics and the Legal Context of Social Work",Waterfront (Geelong)
HSW202,Placement Readiness: Preparing for Supervised Social Work Practice,Waterfront (Geelong)
HSW212,Social Work Processes and Interventions: Social Work Theory and Practice E,Waterfront (Geelong)
HSW216,Public Policy and Politics for Critical Social Workers,Waterfront (Geelong)
HSW219,Self and Society,Waterfront (Geelong)
HSW221,Social Work Research in Ethical and Political Contexts,Waterfront (Geelong)
HSW235,Community Development: Social Work Theory and Practice D,Waterfront (Geelong)
HSW313,Doing Critical Social Work: Social Work Theory and Practice F,Waterfront (Geelong)
HSW314,Social Work Field Education A,Waterfront (Geelong)
HSW316,Critical Social Policy,Waterfront (Geelong)
HSW402,Critical Approaches to Social Work: Social Work Theory and Practice G,Waterfront (Geelong)
HSW404,Social Work Field Education B Research Focused,Waterfront (Geelong)
HSW415,Social Work Field Education B,Waterfront (Geelong)
HSW416,Social Work Honours Research Project A,Waterfront (Geelong)
HSW417,Social Work Honours Research Project B,Waterfront (Geelong)
HSW452,Working in Uncertainty: Social Work Theory and Practice H,Waterfront (Geelong)
MAA103,Accounting for Decision Making,Waterfront (Geelong)
MAA104,Financial Literacy,Waterfront (Geelong)
MAA215,Client Behaviour and Decision Making,Waterfront (Geelong)
MAA250,Ethics for Financial Professionals,Waterfront (Geelong)
MAA255,Financial Planning,Waterfront (Geelong)
MAA261,Financial Accounting,Waterfront (Geelong)
MAA262,Management Accounting,Waterfront (Geelong)
MAA303,Audit and Assurance,Waterfront (Geelong)
MAA310,Accounting and Society,Waterfront (Geelong)
MAA317,Superannuation Planning,Waterfront (Geelong)
MAA318,Advanced Financial Planning,Waterfront (Geelong)
MAA319,Estate Planning and Insurance,Waterfront (Geelong)
MAA363,Corporate Accounting,Waterfront (Geelong)
MAE101,Economic Principles,Waterfront (Geelong)
MAE201,Competition and Industry,Waterfront (Geelong)
MAE203,The Global Economy,Waterfront (Geelong)
MAE214,Economic Strategy for Business,Waterfront (Geelong)
MAE256,Analytical Methods in Economics and Finance,Waterfront (Geelong)
MAE304,Labour and Health Economics,Waterfront (Geelong)
MAE305,Energy and Environment,Waterfront (Geelong)
MAE307,Techniques for Business and Economic Analysis,Waterfront (Geelong)
MAE312,National Economic Policy,Waterfront (Geelong)
MAF101,Fundamentals of Finance,Waterfront (Geelong)
MAF202,Money and Capital Markets,Waterfront (Geelong)
MAF203,Business Finance,Waterfront (Geelong)
MAF302,Corporate Finance,Waterfront (Geelong)
MAF307,Equities and Investment Analysis,Waterfront (Geelong)
MIS171,Business Analytics,Waterfront (Geelong)
MIS201,Business Requirements Analysis,Waterfront (Geelong)
MIS202,Managing Data and Information,Waterfront (Geelong)
MIS203,Making Sense of Information,Waterfront (Geelong)
MIS271,Business Intelligence and Data Warehousing,Waterfront (Geelong)
MIS352,Business Process Management,Waterfront (Geelong)
MIS398,Project Management,Waterfront (Geelong)
MIS399,Applied Business Project,Waterfront (Geelong)
MLC101,Law for Commerce,Waterfront (Geelong)
MLC203,Corporations Law,Waterfront (Geelong)
MLC301,Principles of Income Tax Law,Waterfront (Geelong)
MLL110,Legal Research and Statutory Interpretation,Waterfront (Geelong)
MLL111,Contract,Waterfront (Geelong)
MLL113,Legal Communication and Ethical Decision Making,Waterfront (Geelong)
MLL114,Criminal Law,Waterfront (Geelong)
MLL117,Misleading Conduct and Economic Torts,Waterfront (Geelong)
MLL213,Torts,Waterfront (Geelong)
MLL215,Commercial Law,Waterfront (Geelong)
MLL218,Criminal Procedure,Waterfront (Geelong)
MLL235,Legal Practice and Ethics,Waterfront (Geelong)
MLL318,Corporate Insolvency Law,Waterfront (Geelong)
MLL320,Family Law,Waterfront (Geelong)
MLL323,Constitutional Law,Waterfront (Geelong)
MLL325,Land Law,Waterfront (Geelong)
MLL327,Property,Waterfront (Geelong)
MLL331,Corporate Law,Waterfront (Geelong)
MLL334,Evidence,Waterfront (Geelong)
MLL342,Workplace Law,Waterfront (Geelong)
MLL351,Legal Internship,Waterfront (Geelong)
MLL391,Civil Procedure and Dispute Resolution,Waterfront (Geelong)
MLL405,Equity and Trusts,Waterfront (Geelong)
MLL406,Taxation,Waterfront (Geelong)
MLL410,Intellectual Property,Waterfront (Geelong)
MLL424,Administrative Law,Waterfront (Geelong)
MMH230,Fundamentals of Human Resource Management,Waterfront (Geelong)
MMH231,Managing and Rewarding Performance,Waterfront (Geelong)
MMH232,Human Resource Development,Waterfront (Geelong)
MMH250,Workplace Counselling and Negotiation,Waterfront (Geelong)
MMH349,Employment Relations,Waterfront (Geelong)
MMH352,International Human Resource Management,Waterfront (Geelong)
MMH356,Change Management,Waterfront (Geelong)
MMK101,Marketing Fundamentals,Waterfront (Geelong)
MMK251,Services Marketing,Waterfront (Geelong)
MMK266,Consumer Behaviour,Waterfront (Geelong)
MMK280,Brand Management,Waterfront (Geelong)
MMK295,Integrated Marketing Communications in the Digital Age,Waterfront (Geelong)
MMK325,Strategic Marketing,Waterfront (Geelong)
MMK365,Marketing Insights,Waterfront (Geelong)
MMK368,Business Marketing,Waterfront (Geelong)
MMM132,Management,Waterfront (Geelong)
MMM240,Organisational Behaviour,Waterfront (Geelong)
MMM241,Entrepreneurship and Innovation,Waterfront (Geelong)
MMM267,Business Logistics,Waterfront (Geelong)
MMM306,Global Strategy and International Management,Waterfront (Geelong)
MMM308,Applied Management Capabilities,Waterfront (Geelong)
MMM315,Business Management Capstone,Waterfront (Geelong)
MMM343,Business Ethics,Waterfront (Geelong)
MMS100,Sport Organisation,Waterfront (Geelong)
MMS201,Sport in Society,Waterfront (Geelong)
MWL101,Professional Insight,Waterfront (Geelong)
SRA143,Art and Society,Waterfront (Geelong)
SRA215,Utopian Ideals in the Modern World,Waterfront (Geelong)
SRA224,Austral-Asian Architecture,Waterfront (Geelong)
SRA323,Contemporary Architecture,Waterfront (Geelong)
SRA742,Urban Perspectives,Waterfront (Geelong)
SRA743,Critical Futures,Waterfront (Geelong)
SRA744,Urban Patterns and Precedents,Waterfront (Geelong)
SRC163,Architecture Communication 01: Drawing,Waterfront (Geelong)
SRC164,Architecture Communication 02: Modelling,Waterfront (Geelong)
SRC362,Architecture Communication 03: Documentation,Waterfront (Geelong)
SRD163,Architecture Design Studio 01: Thoughtscapes,Waterfront (Geelong)
SRD164,Architecture Design Studio 02: Matterscapes,Waterfront (Geelong)
SRD263,Architecture Design Studio 03: Earthscapes,Waterfront (Geelong)
SRD264,Architecture Design Studio 04: Publicscapes,Waterfront (Geelong)
SRD363,Architecture Design Studio 05: Hybridscapes,Waterfront (Geelong)
SRD364,Architecture Design Studio 06: Superstudio,Waterfront (Geelong)
SRD741,Architectural Design Research Studio,Waterfront (Geelong)
SRD742,Architectural Design Master Studio B,Waterfront (Geelong)
SRD760,Geo-Planning and Design,Waterfront (Geelong)
SRD761,Designing Urban Environments,Waterfront (Geelong)
SRD762,Interdisciplinary Planning and Design,Waterfront (Geelong)
SRD763,Architectural Design Master Studio A,Waterfront (Geelong)
SRD764,Urban Design Studio,Waterfront (Geelong)
SRD765,Architectural Design and Resolution,Waterfront (Geelong)
SRD766,Architecture Masterclass Studio,Waterfront (Geelong)
SRD768,Landscape Design Masterclass,Waterfront (Geelong)
SRE170,Construction Finance,Waterfront (Geelong)
SRE270,Building Economics,Waterfront (Geelong)
SRE272,Building Measurement,Waterfront (Geelong)
SRE302,Building Measurement and Estimating,Waterfront (Geelong)
SRE464,Building Development Appraisal,Waterfront (Geelong)
SRL731,Landscape Narrating and Meaning,Waterfront (Geelong)
SRL732,"Plants, Design and Ecologies",Waterfront (Geelong)
SRL733,Indigenous Narratives and Processes,Waterfront (Geelong)
SRM161,Contract Administration 1,Waterfront (Geelong)
SRM165,Introduction to Building Information Modelling,Waterfront (Geelong)
SRM181,Project Management 1,Waterfront (Geelong)
SRM261,Contract Administration 2,Waterfront (Geelong)
SRM281,Project Management 2,Waterfront (Geelong)
SRM310,Project Planning and Scheduling,Waterfront (Geelong)
SRM381,Project Management 3,Waterfront (Geelong)
SRM461,Contract Administration 3,Waterfront (Geelong)
SRM489,Professional Practice,Waterfront (Geelong)
SRM750,Built Environment Professional Practice,Waterfront (Geelong)
SRM751,Principles of Building Information Modelling,Waterfront (Geelong)
SRM752,Advanced Project Management,Waterfront (Geelong)
SRM776,Introduction to Construction Management,Waterfront (Geelong)
SRM777,Construction Management Practice,Waterfront (Geelong)
SRM781,Managing Change and Innovation,Waterfront (Geelong)
SRP761,Ecological Cities and Futures,Waterfront (Geelong)
SRP782,Smart Cities and Infrastructure,Waterfront (Geelong)
SRQ301,Building Cost Planning,Waterfront (Geelong)
SRQ460,Quantity Surveying Practice,Waterfront (Geelong)
SRQ745,Construction Company Management,Waterfront (Geelong)
SRQ762,Cost Planning and Economics,Waterfront (Geelong)
SRQ763,Legal Risk Management,Waterfront (Geelong)
SRQ764,Building Project Evaluation,Waterfront (Geelong)
SRQ774,Construction Measurement and Estimating,Waterfront (Geelong)
SRQ780,Strategic Construction Procurement,Waterfront (Geelong)
SRR401,Introduction to Construction Research,Waterfront (Geelong)
SRR402,Construction Research Thesis,Waterfront (Geelong)
SRR711,Thesis,Waterfront (Geelong)
SRR720,Construction Research Frontiers,Waterfront (Geelong)
SRR721,Construction Research Project,Waterfront (Geelong)
SRR782,Research Methodology,Waterfront (Geelong)
SRT141,Building Safety,Waterfront (Geelong)
SRT151,Construction and Structures 1,Waterfront (Geelong)
SRT153,Building Materials Science,Waterfront (Geelong)
SRT159,Construction Projects 1,Waterfront (Geelong)
SRT251,Construction and Structures 2,Waterfront (Geelong)
SRT257,Building Environmental Studies,Waterfront (Geelong)
SRT259,Construction Projects 2,Waterfront (Geelong)
SRT351,Construction and Structures 3,Waterfront (Geelong)
SRT358,Building Environmental Services,Waterfront (Geelong)
SRT750,Sustainable Futures,Waterfront (Geelong)
SRT757,Building Systems and Environment,Waterfront (Geelong)
SRV499,Built Environment Integrated Research,Waterfront (Geelong)
SRV799,Built Environment Integrated Project,Waterfront (Geelong)
AAR410,Critical Creative Research Methods,Waurn Ponds (Geelong)
AAR412,Honours Research Theory A,Waurn Ponds (Geelong)
AAR413,Honours Literature Discipline Unit,Waurn Ponds (Geelong)
AAR414,Honours Writing Discipline Unit,Waurn Ponds (Geelong)
AAR422,Honours Research Theory B,Waurn Ponds (Geelong)
