code,title,campus,semester,year
NURSING 7129,Emergency Nursing III,North Terrace Campus,Semester 2,2015
NURSING 7135,Intensive Care I,North Terrace Campus,Semester 1,2015
NURSING 7136,Intensive Care II,North Terrace Campus,Semester 2,2015
NURSING 7138,Haematology/Oncology Nursing I,North Terrace Campus,Semester 1,2015
NURSING 7139,Haematology/Oncology Nursing II,North Terrace Campus,Semester 2,2015
NURSING 7140,Haematology/Oncology Nursing Practice,North Terrace Campus,Semester 1,2015
NURSING 7141,Orthopaedic Trauma Nursing,North Terrace Campus,Semester 1,2015
NURSING 7142,Advanced Orthopaedic Nursing Practice I,North Terrace Campus,Semester 1,2015
NURSING 7143,Therapeutic Management of the Orthopaedic Patient,North Terrace Campus,Semester 2,2015
NURSING 7144,Advanced Orthopaedic Nursing Practice II,North Terrace Campus,Semester 2,2015
NURSING 7145,Introduction to Perioperative Nursing,North Terrace Campus,Semester 1,2015
NURSING 7146,Specialised Perioperative Nursing Practice,North Terrace Campus,Semester 2,2015
NURSING 7147,Concepts of Perioperative Nursing Practice,North Terrace Campus,Semester 2,2015
NURSING 7149,Emergency Nursing I,North Terrace Campus,Semester 1,2015
NURSING 7150EX,Counselling and Comorbidity,External,Semester 1,2015
NURSING 7200,Nursing Science,North Terrace Campus,Semester 1,2015
NURSING 7201,Fundamental of Nursing Practice I,North Terrace Campus,Semester 1,2015
NURSING 7202,Fundamentals of Nursing Practice II,North Terrace Campus,Semester 2,2015
NURSING 7203,Introducing Professional Nursing,North Terrace Campus,Semester 1,2015
NURSING 7204,Clinical Nursing Practice I,North Terrace Campus,Semester 1,2015
NURSING 7204,Clinical Nursing Practice I,North Terrace Campus,Semester 2,2015
NURSING 7205,Clinical Nursing Practice II,North Terrace Campus,Semester 2,2015
NURSING 7206,Clinical Nursing Practice III,North Terrace Campus,Semester 1,2015
NURSING 7207,Clinical Nursing Practice IV,North Terrace Campus,Semester 2,2015
NURSING 7208,ATSI Peoples Health & Culture,North Terrace Campus,Semester 2,2015
NURSING 7209,Contexts of Nursing Practice,North Terrace Campus,Semester 2,2015
NURSING 7210,Applied Nursing Practice I,North Terrace Campus,Semester 1,2015
NURSING 7213,Applied Nursing Practice II,North Terrace Campus,Semester 2,2015
NURSING 8012HO,Research V,Teaching Hospitals,Semester 1,2015
NURSING 8012HO,Research V,Teaching Hospitals,Semester 2,2015
NURSING 8013HO,Research VI,Teaching Hospitals,Semester 2,2015
NURSING 8013HO,Research VI,Teaching Hospitals,Semester 1,2015
NURSING 5101HO,Apheresis Nursing I,Teaching Hospitals,Semester 1,2014
NURSING 5102HO,Apheresis Nursing II,Teaching Hospitals,Semester 2,2014
NURSING 5103HO,Hyperbaric Nursing II,Teaching Hospitals,Semester 2,2014
NURSING 5103HO,Hyperbaric Nursing II,Teaching Hospitals,Semester 1,2014
NURSING 5104HO,Microbiology and Epidemiology,Teaching Hospitals,Semester 2,2014
NURSING 5109HO,An Introduction to Evidence Based Health Care,Teaching Hospitals,Semester 2,2014
NURSING 5109HO,An Introduction to Evidence Based Health Care,Teaching Hospitals,Semester 1,2014
NURSING 5110HO,Change Management and Evaluation,Teaching Hospitals,Semester 2,2014
NURSING 5110HO,Change Management and Evaluation,Teaching Hospitals,Semester 1,2014
NURSING 5111HO,Critical Reading in Clinical Nursing,Teaching Hospitals,Semester 1,2014
NURSING 5111HO,Critical Reading in Clinical Nursing,Teaching Hospitals,Semester 2,2014
NURSING 6116HO,Hyperbaric Nursing I,Teaching Hospitals,Semester 1,2014
NURSING 6116HO,Hyperbaric Nursing I,Teaching Hospitals,Semester 2,2014
NURSING 6117HO,Infection Control Nursing,Teaching Hospitals,Semester 1,2014
NURSING 6204HO,Co-Existing Addiction and Mental Health Disorders,Teaching Hospitals,Semester 2,2014
NURSING 6205HO,Mental Health,Teaching Hospitals,Semester 1,2014
NURSING 7002HO,Interpretive and Critical Research in Health,Teaching Hospitals,Semester 1,2014
NURSING 7002HO,Interpretive and Critical Research in Health,Teaching Hospitals,Semester 2,2014
NURSING 7003HO,International Issues in Nursing Service Delivery,Teaching Hospitals,Semester 1,2014
NURSING 7003HO,International Issues in Nursing Service Delivery,Teaching Hospitals,Semester 2,2014
NURSING 7005HO,Research Dissertation A,Teaching Hospitals,Semester 2,2014
NURSING 7005HO,Research Dissertation A,Teaching Hospitals,Semester 1,2014
NURSING 7007HO,Research Dissertation A Stage II,Teaching Hospitals,Semester 1,2014
NURSING 7011HO,Leadership & Management in Nursing,Teaching Hospitals,Semester 2,2014
NURSING 7012HO,Systematic Reviews of Research,Teaching Hospitals,Semester 1,2014
NURSING 7012HO,Systematic Reviews of Research,Teaching Hospitals,Semester 2,2014
NURSING 7013HO,Systematic Review Project,Teaching Hospitals,Semester 1,2014
NURSING 7013HO,Systematic Review Project,Teaching Hospitals,Semester 2,2014
NURSING 7015HO,Applied Pharmacology in Nursing,Teaching Hospitals,Semester 2,2014
NURSING 7017HO,Extended Clinical Practice I,Teaching Hospitals,Semester 1,2014
NURSING 7018HO,Extended Clinical Practice II,Teaching Hospitals,Semester 2,2014
NURSING 7020A,Research Dissertation Part 1,North Terrace Campus,Semester 2,2014
NURSING 7020A,Research Dissertation Part 1,North Terrace Campus,Semester 1,2014
NURSING 7020B,Research Dissertation Part 2,North Terrace Campus,Semester 1,2014
NURSING 7020B,Research Dissertation Part 2,North Terrace Campus,Semester 2,2014
NURSING 7100EX,Knowledge Translation,External,Semester 2,2014
NURSING 7100EX,Knowledge Translation,External,Semester 1,2014
NURSING 7101EX,Professional Practice,External,Semester 2,2014
NURSING 7101EX,Professional Practice,External,Semester 1,2014
NURSING 7102EX,Research Literacy,External,Semester 1,2014
NURSING 7102EX,Research Literacy,External,Semester 2,2014
NURSING 7103EX,Art and Science of Mental Health,External,Semester 2,2014
NURSING 7104EX,Introduction to Mental Health,External,Semester 1,2014
NURSING 7105,Acute Care Nursing I,North Terrace Campus,Semester 1,2014
NURSING 7106,Acute Care Nursing II,North Terrace Campus,Semester 2,2014
NURSING 7107,Acute Coronary Care,North Terrace Campus,Semester 2,2014
NURSING 7108,Foundations of Cardiac Care,North Terrace Campus,Semester 1,2014
NURSING 7110,Fundamentals of Burns Nursing,North Terrace Campus,Semester 1,2014
NURSING 7111,Advanced Burns Nursing,North Terrace Campus,Semester 2,2014
NURSING 7112,Coordinated Systems of Burn Care,North Terrace Campus,Semester 2,2014
NURSING 7113,Recognition & Response to Clinical Deterioration,North Terrace Campus,Semester 1,2014
NURSING 7114,Introduction to Anaesthetic & Recovery Nursing,North Terrace Campus,Semester 1,2014
NURSING 7115,Specialised Anaesthetic & Recovery Nursing,North Terrace Campus,Semester 2,2014
NURSING 7116,Concepts Anaesthetics & Recovery Nursing Practice,North Terrace Campus,Semester 2,2014
NURSING 7116,Concepts Anaesthetics & Recovery Nursing Practice,North Terrace Campus,Semester 1,2014
NURSING 7117,Primary & Secondary Prevention,North Terrace Campus,Semester 1,2014
NURSING 7118,Critical Care Essentials,North Terrace Campus,Semester 2,2014
NURSING 7118,Critical Care Essentials,North Terrace Campus,Semester 1,2014
NURSING 7120,Interventional Cardiology,North Terrace Campus,Semester 2,2014
NURSING 7121,Heart Failure Management,North Terrace Campus,Semester 2,2014
NURSING 7122,Primary Health Care,North Terrace Campus,Semester 1,2014
NURSING 7122,Primary Health Care,North Terrace Campus,Semester 2,2014
NURSING 7124,Management of Chronic Illness,North Terrace Campus,Semester 2,2014
NURSING 7124,Management of Chronic Illness,North Terrace Campus,Semester 1,2014
NURSING 7125,Cardiovascular Disease,North Terrace Campus,Semester 2,2014
NURSING 7128,Emergency Nursing Care II,North Terrace Campus,Semester 2,2014
NURSING 7129,Emergency Nursing III,North Terrace Campus,Semester 2,2014
NURSING 7130,Contemporary Issues in Aged Care,North Terrace Campus,Semester 2,2014
NURSING 7131,Gerontological Nursing,North Terrace Campus,Semester 1,2014
NURSING 7132,Assessment of the Elderly,North Terrace Campus,Semester 1,2014
NURSING 7133,Palliative Nursing in Aged Care,North Terrace Campus,Semester 2,2014
NURSING 7133,Palliative Nursing in Aged Care,North Terrace Campus,Semester 1,2014
NURSING 7134,Advanced Infection Control Practice,North Terrace Campus,Semester 2,2014
NURSING 7135,Intensive Care I,North Terrace Campus,Semester 1,2014
NURSING 7136,Intensive Care II,North Terrace Campus,Semester 2,2014
NURSING 7138,Haematology/Oncology Nursing I,North Terrace Campus,Semester 1,2014
NURSING 7139,Haematology/Oncology Nursing II,North Terrace Campus,Semester 2,2014
NURSING 7140,Haematology/Oncology Nursing Practice,North Terrace Campus,Semester 2,2014
NURSING 7140,Haematology/Oncology Nursing Practice,North Terrace Campus,Semester 1,2014
NURSING 7141,Orthopaedic Trauma Nursing,North Terrace Campus,Semester 1,2014
NURSING 7142,Advanced Orthopaedic Nursing Practice I,North Terrace Campus,Semester 1,2014
NURSING 7142,Advanced Orthopaedic Nursing Practice I,North Terrace Campus,Semester 2,2014
NURSING 7143,Therapeutic Management of the Orthopaedic Patient,North Terrace Campus,Semester 2,2014
NURSING 7144,Advanced Orthopaedic Nursing Practice II,North Terrace Campus,Semester 2,2014
NURSING 7145,Introduction to Perioperative Nursing,North Terrace Campus,Semester 1,2014
NURSING 7146,Specialised Perioperative Nursing Practice,North Terrace Campus,Semester 2,2014
NURSING 7147,Concepts of Perioperative Nursing Practice,North Terrace Campus,Semester 1,2014
NURSING 7147,Concepts of Perioperative Nursing Practice,North Terrace Campus,Semester 2,2014
NURSING 7148,Population Profiling in Chronic Illness,North Terrace Campus,Semester 2,2014
NURSING 7148,Population Profiling in Chronic Illness,North Terrace Campus,Semester 1,2014
NURSING 7149,Emergency Nursing Care I,North Terrace Campus,Semester 1,2014
NURSING 7150EX,Counselling and Comorbidity,External,Semester 1,2014
NURSING 7200,Nursing Science,North Terrace Campus,Semester 1,2014
NURSING 7201,Fundamental of Nursing Practice I,North Terrace Campus,Semester 1,2014
NURSING 7202,Fundamentals of Nursing Practice II,North Terrace Campus,Semester 2,2014
NURSING 7203,Introducing Professional Nursing,North Terrace Campus,Semester 1,2014
NURSING 7204,Clinical Nursing Practice I,North Terrace Campus,Semester 1,2014
NURSING 7204,Clinical Nursing Practice I,North Terrace Campus,Semester 2,2014
NURSING 7205,Clinical Nursing Practice II,North Terrace Campus,Semester 2,2014
NURSING 7206,Clinical Nursing Practice III,North Terrace Campus,Semester 1,2014
NURSING 7207,Clinical Nursing Practice IV,North Terrace Campus,Semester 2,2014
NURSING 7208,ATSI Peoples Health & Culture,North Terrace Campus,Semester 2,2014
NURSING 7209,Contexts of Nursing Practice,North Terrace Campus,Semester 2,2014
NURSING 7210,Applied Nursing Practice I,North Terrace Campus,Semester 1,2014
NURSING 7213,Applied Nursing Practice II,North Terrace Campus,Semester 2,2014
NURSING 8012HO,Research V,Teaching Hospitals,Semester 1,2014
NURSING 8012HO,Research V,Teaching Hospitals,Semester 2,2014
NURSING 8013HO,Research VI,Teaching Hospitals,Semester 2,2014
NURSING 8013HO,Research VI,Teaching Hospitals,Semester 1,2014
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 2,2019
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 1,2019
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 2,2019
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 1,2019
ODONT 6012HO,Principles and Methods of Forensic Odontology,Teaching Hospitals,Semester 1,2019
ODONT 6012OL,Principles and Methods of Forensic Odontology,Online,Semester 1,2019
ODONT 6016A,Forensic Odontology Research Part 1,North Terrace Campus,Semester 2,2019
ODONT 6016A,Forensic Odontology Research Part 1,North Terrace Campus,Semester 1,2019
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 2,2019
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 1,2019
ODONT 6017,Research Methods and Ethics,North Terrace Campus,Semester 1,2019
ODONT 6017OL,Research Methods and Ethics,Online,Semester 1,2019
ODONT 6017OL,Research Methods and Ethics,Online,Semester 2,2019
ODONT 6018,Integrated Forensic Science,North Terrace Campus,Semester 2,2019
ODONT 6018OL,Integrated Forensic Science,Online,Semester 2,2019
ODONT 6108AHO,Casework in Forensic Odontology T/Y Continuing,Teaching Hospitals,Semester 2,2019
ODONT 6108AHO,Casework in Forensic Odontology T/Y Continuing,Teaching Hospitals,Semester 1,2019
ODONT 6108BHO,Casework in Forensic Odontology T/Y Final,Teaching Hospitals,Semester 1,2019
ODONT 6108BHO,Casework in Forensic Odontology T/Y Final,Teaching Hospitals,Semester 2,2019
ODONT 6116A,Forensic Odontology Research T/Y Continuing,North Terrace Campus,Semester 1,2019
ODONT 6116A,Forensic Odontology Research T/Y Continuing,North Terrace Campus,Semester 2,2019
ODONT 6116B,Forensic Odontology Research T/Y Final,North Terrace Campus,Semester 2,2019
ODONT 6116B,Forensic Odontology Research T/Y Final,North Terrace Campus,Semester 1,2019
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 2,2018
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 1,2018
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 2,2018
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 1,2018
ODONT 6012HO,Principles and Methods of Forensic Odontology,Teaching Hospitals,Semester 1,2018
ODONT 6012OL,Principles and Methods of Forensic Odontology,Online,Semester 1,2018
ODONT 6016A,Forensic Odontology Research Part 1,North Terrace Campus,Semester 2,2018
ODONT 6016A,Forensic Odontology Research Part 1,North Terrace Campus,Semester 1,2018
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 1,2018
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 2,2018
ODONT 6017,Research Methods and Ethics,North Terrace Campus,Semester 1,2018
ODONT 6017OL,Research Methods and Ethics,Online,Semester 2,2018
ODONT 6017OL,Research Methods and Ethics,Online,Semester 1,2018
ODONT 6018,Integrated Forensic Science,North Terrace Campus,Semester 2,2018
ODONT 6018OL,Integrated Forensic Science,Online,Semester 2,2018
ODONT 6108AHO,Casework in Forensic Odontology T/Y Continuing,Teaching Hospitals,Semester 1,2018
ODONT 6108AHO,Casework in Forensic Odontology T/Y Continuing,Teaching Hospitals,Semester 2,2018
ODONT 6108BHO,Casework in Forensic Odontology T/Y Final,Teaching Hospitals,Semester 2,2018
ODONT 6116A,Forensic Odontology Research T/Y Continuing,North Terrace Campus,Semester 1,2018
ODONT 6116A,Forensic Odontology Research T/Y Continuing,North Terrace Campus,Semester 2,2018
ODONT 6116B,Forensic Odontology Research T/Y Final,North Terrace Campus,Semester 2,2018
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 2,2017
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 1,2017
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 1,2017
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 2,2017
ODONT 6012HO,Principles and Methods of Forensic Odontology,Teaching Hospitals,Semester 1,2017
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 2,2017
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 1,2017
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 2,2017
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 1,2017
ODONT 6017,Research Methods and Ethics,North Terrace Campus,Semester 1,2017
ODONT 6018,Integrated Forensic Science,North Terrace Campus,Semester 2,2017
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 2,2016
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 1,2016
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 2,2016
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 1,2016
ODONT 6012HO,Principles and Methods of Forensic Odontology,Teaching Hospitals,Semester 1,2016
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 1,2016
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 2,2016
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 1,2016
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 2,2016
ODONT 6017,Research Methods and Ethics,North Terrace Campus,Semester 1,2016
ODONT 6018,Integrated Forensic Science,North Terrace Campus,Semester 2,2016
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 1,2015
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 2,2015
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 2,2015
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 1,2015
ODONT 6012HO,Principles and Methods of Forensic Odontology,Teaching Hospitals,Semester 1,2015
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 1,2015
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 2,2015
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 2,2015
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 1,2015
ODONT 6017,Research Methods and Ethics,North Terrace Campus,Semester 1,2015
ODONT 6018,Integrated Forensic Science,North Terrace Campus,Semester 2,2015
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 1,2014
ODONT 6008AHO,Casework in Forensic Odontology Part 1,Teaching Hospitals,Semester 2,2014
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 2,2014
ODONT 6008BHO,Casework in Forensic Odontology Part 2,Teaching Hospitals,Semester 1,2014
ODONT 6012HO,Principles and Methods of Forensic Odontology,Teaching Hospitals,Semester 1,2014
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 1,2014
ODONT 6016A,Forensic Odontology Research,North Terrace Campus,Semester 2,2014
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 1,2014
ODONT 6016B,Forensic Odontology Research Part 2,North Terrace Campus,Semester 2,2014
ODONT 6017,Research Methods and Ethics,North Terrace Campus,Semester 1,2014
ODONT 6018,Intergrated Forensic Science,North Terrace Campus,Semester 2,2014
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2019
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2019
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2018
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2018
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2018
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2018
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2017
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2017
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2017
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2017
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2016
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2016
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2016
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2016
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2015
ORALHLTH 5000,Clinical Practice (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2015
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 1,2015
ORALHLTH 5001,Dental & Health Science (Adult Therapy) IV OH,North Terrace Campus,Semester 2,2015
PHARM 7011EX,Drug Effects and Biology of Addiction,External,Semester 1,2019
PHARM 7012EX,Pharmacotherapy and other responses to drug problems,External,Semester 2,2019
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 1,2019
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2019
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2019
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2019
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2019
PHARM 7020EX,Addiction Policies,External,Trimester 1,2019
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 3,2019
PHARM 7022EX,Research Project in Addictions,External,Trimester 1,2019
PHARM 7022EX,Research Project in Addictions,External,Trimester 2,2019
PHARM 7022EX,Research Project in Addictions,External,Trimester 3,2019
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 3,2019
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2019
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Semester 1,2019
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2019
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Semester 1,2019
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2019
PHARM 7520EX,Addiction Policies,External,Trimester 3,2019
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 3,2019
PHARM 7522EX,Research Project in Addictions,External,Trimester 3,2019
PHARM 7011EX,Drug Effects and Biology of Addiction,External,Semester 1,2018
PHARM 7012EX,Pharmacotherapy and other responses to drug problems,External,Semester 2,2018
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 1,2018
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2018
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2018
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2018
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2018
PHARM 7020EX,Addiction Policies,External,Trimester 1,2018
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 3,2018
PHARM 7022EX,Research Project in Addictions,External,Trimester 3,2018
PHARM 7022EX,Research Project in Addictions,External,Trimester 1,2018
PHARM 7022EX,Research Project in Addictions,External,Trimester 2,2018
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 3,2018
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2018
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Semester 1,2018
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Semester 1,2018
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2018
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Semester 1,2018
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2018
PHARM 7520EX,Addiction Policies,External,Trimester 3,2018
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 3,2018
PHARM 7522EX,Research Project in Addictions,External,Trimester 3,2018
PHARM 7011EX,Drug Effects and Biology of Addiction,External,Semester 1,2017
PHARM 7012EX,Pharmacotherapy and other responses to drug problems,External,Semester 2,2017
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 3,2017
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2017
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Semester 1,2017
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Semester 1,2017
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2017
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Semester 1,2017
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2017
PHARM 7520EX,Addiction Policies,External,Trimester 3,2017
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 3,2017
PHARM 7522EX,Research Project in Addictions,External,Trimester 3,2017
PHARM 7011EX,Drug Effects and Biology of Addiction,External,Semester 1,2016
PHARM 7012EX,Pharmacotherapy and other responses to drug problems,External,Semester 2,2016
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 1,2016
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2016
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2016
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2016
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2016
PHARM 7020EX,Addiction Policies,External,Trimester 1,2016
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 3,2016
PHARM 7022EX,Research Project in Addictions,External,Trimester 2,2016
PHARM 7022EX,Research Project in Addictions,External,Trimester 1,2016
PHARM 7022EX,Research Project in Addictions,External,Trimester 3,2016
PHARM 7515EX,Biological Basis of Addiction,External,Trimester 3,2016
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2016
PHARM 7516EX,Public Health Issues and Approaches to Addiction,External,Semester 1,2016
PHARM 7517EX,Treatment of Addiction: Pharmacotherapies,External,Semester 1,2016
PHARM 7518EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2016
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2016
PHARM 7519EX,Treatment of Addiction: Critical Issues,External,Semester 1,2016
PHARM 7520EX,Addiction Policies,External,Trimester 3,2016
PHARM 7521EX,Research Methodology in Addictions,External,Trimester 3,2016
PHARM 7522EX,Research Project in Addictions,External,Trimester 3,2016
PHARM 7011EX,Drug Effects and Biology of Addiction,External,Semester 1,2015
PHARM 7012EX,Pharmacotherapy and other responses to drug problems,External,Semester 2,2015
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 2,2015
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 1,2015
PHARM 7015EX,Biological Basis of Addiction,External,Trimester 3,2015
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 3,2015
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 1,2015
PHARM 7016EX,Public Health Issues and Approaches to Addiction,External,Trimester 2,2015
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 2,2015
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 3,2015
PHARM 7017EX,Treatment of Addiction: Pharmacotherapies,External,Trimester 1,2015
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 3,2015
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 2,2015
PHARM 7018EX,Treatment of Addiction: Psychosocial Interventions,External,Trimester 1,2015
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 3,2015
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 2,2015
PHARM 7019EX,Treatment of Addiction: Critical Issues,External,Trimester 1,2015
PHARM 7020EX,Addiction Policies,External,Trimester 2,2015
PHARM 7020EX,Addiction Policies,External,Trimester 3,2015
PHARM 7020EX,Addiction Policies,External,Trimester 1,2015
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 3,2015
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 1,2015
PHARM 7021EX,Research Methodology in Addictions,External,Trimester 2,2015
PHARM 7022EX,Research Project in Addictions,External,Trimester 2,2015
PHARM 7022EX,Research Project in Addictions,External,Trimester 3,2015
