Code,Title,Previously,Availability,Credit Points
SWM621,Ethics and Global Justice,2013: SSH6212015: 'Ethical Challenges of Contemporary Societies'; 2013: 'Professional Ethics',MURDOCHMURDOCH: S2-internal,3
SWM628,Development and Sustainability,2013: SSH628,MURDOCHMURDOCH: W-internal,3
SWM635,"Security, Conflict and Violence",2013: SSH6352016: 'International Security and Strategy',MURDOCHMURDOCH: S2-internal,3
SWM640,Special Topics in Development Studies,,Not available,3
SWM645,Public Sector Economics,,MURDOCHMURDOCH: S2-internal,3
SWM646,Parliamentary Democracy,2015: 'Parliamentary Studies',Not available,3
SWM647,Cultural and Communications Policy,,Not available,3
SWM648,"Corruption, Anti-corruption and its Discontents",,MURDOCHMURDOCH: S2-internal,3
SWM649,Public Policy and International Affairs Foundations,,Not available,6
SWM650,Special Topics in International Affairs and Security,,Not available,3
SWM651,Comparative Governance and Public Administration,,"MURDOCHMURDOCH: S2-internal, S2-external",3
SWM652,Private Sector and Development,,Not available,3
SWM660,Special Topics in Public Policy and Management,,Not available,3
THE274,Special Topics in Theology,,Not available,3
THE473,Special Topics in Theology,,Not available,3
THE505,Introduction to Theology,,"MURDOCHMURDOCH: S2-internal, S2-external",3
THE506,Old Testament and its World,,"MURDOCHMURDOCH: S1-internal, S1-external",3
THE507,New Testament and its World,,"MURDOCHMURDOCH: S1-internal, S1-external",3
THE509,Turning Points in Church History,,"MURDOCHMURDOCH: S1-internal, S1-external",3
THE510,Emerging Christian Theology: The Creeds (100-500 CE),,"MURDOCHMURDOCH: S2-internal, S2-external",3
THE512,Pastoral Practicum,,Not available,3
THE528,Spirituality,,MURDOCHMURDOCH: S1-external,3
THE619,Triune God,,"MURDOCHMURDOCH: S1-internal, S1-external",3
THE620,Old Testament Exegesis,,"MURDOCHMURDOCH: S2-internal, S2-external",3
THE621,New Testament Exegesis,2016: 'New Testament Exegesis: Paul'; 2015: 'New Testament Exegesis',"MURDOCHMURDOCH: S2-internal, S2-external",3
THE623,History of the Reformation Era,,"MURDOCHMURDOCH: S1-internal, S1-external",3
THE624,Ethics,,MURDOCHMURDOCH: S2-external,3
THE626,Advanced Pastoral Practicum,,Not available,3
THE627,Understanding Religion in Australian Society,,"MURDOCHMURDOCH: S1-internal, S1-external",3
THE645,Pastoral Care,,MURDOCHMURDOCH: S1-external,3
THE663,"Church, Ministry and Sacraments",,"MURDOCHMURDOCH: S2-internal, S2-external",3
TLC101,Communication Skills for Undergraduate Study,,"MURDOCHMURDOCH: S1K-internal, S2K-internal",3
TLC501,Communication Skills for Postgraduate Study,2015: 'Graduate Study in a Cross-Cultural Context',"MURDOCHMURDOCH: S1-internal, S2-internal",3
TOU101,Introduction to Tourism Systems,,"MURDOCHMURDOCH: S1-internal, S1-external",3
TOU102,Travel and Tourism in Society,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
TOU221,Sustainable Tourism,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
TOU228,Special Topics in Tourism,,Not available,3
TOU230,Cultural Tourism Interpretation,,Not available,3
TOU231,Indigenous Tourism Issues,,"MURDOCHMURDOCH: S2-internal, S2-external",3
TOU232,Festivals and Events,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
TOU306,Hospitality and Tourism Project,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
TOU310,Sustainable Tourism Development (Asian Study Tour),,MURDOCHMURDOCH: ASP1-internal (quota of 10 places),3
TOU322,Tourism and Events Project,2015: 'Tourism Project',"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
TOU323,Destination Management,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
TOU324,"Events, Policy and Evaluation",,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
TOU569,Honours Thesis in Tourism and Events,2014: TOU40192014: 'Honours Thesis in Tourism',"MURDOCHMURDOCH: S1-internal, S2-internal",12
VET210,Veterinary Professional Life I,,MURDOCHMURDOCH: Y-internal,3
VET211,Principles of Infectious Disease I - Veterinary Microbiology,2015: 'Principles of Infectious Diseases - Veterinary Microbiology',MURDOCHMURDOCH: S2-internal,3
VET260,Veterinary Structure and Function I,2014: 'Veterinary Anatomy I',MURDOCHMURDOCH: S1-internal (quota of 105 places),3
VET271,Veterinary Structure and Function II,2014: 'Veterinary Anatomy II',MURDOCHMURDOCH: S1-internal (quota of 105 places),3
VET272,Comparative Mammalian Biochemistry,2014: 'Veterinary Biochemistry',MURDOCHMURDOCH: S1-internal,3
VET273,Veterinary Structure and Function III,2014: 'Veterinary Physiology II',MURDOCHMURDOCH: S2-internal (quota of 105 places),3
VET274,Veterinary Structure and Function IV,2014: 'Veterinary Physiology I',MURDOCHMURDOCH: S2-internal (quota of 105 places),3
VET278,Principles of Infectious Disease II - Veterinary Parasitology,2015: 'Principles of Infectious Disease III - Veterinary Parasitology'; 2014: 'Veterinary Parasitology',MURDOCHMURDOCH: S2-internal,3
VET301,Principles of Surgery and Anaesthesia,,MURDOCHMURDOCH: S2-internal,3
VET310,Preclinical Placements,,MURDOCHMURDOCH: H-internal,0
VET331,Introduction to Clinical Practice,,MURDOCHMURDOCH: S1-internal,3
VET333,Animal Behaviour and Welfare,"2015: 'Animal Behaviour, Welfare and Veterinary Ethics'",MURDOCHMURDOCH: S1-internal,3
VET375,Processes in Animal Disease,,MURDOCHMURDOCH: S1-internal,3
VET377,Systemic Pathology and Medicine,2015: 'Veterinary Diagnostic Pathology',MURDOCHMURDOCH: S2-internal,6
VET380,Veterinary Nutrition and Animal Toxicology,,MURDOCHMURDOCH: S1-internal,3
VET392,One Health,"2014: 'Systemic Pathology, Toxicology and Chemotherapy'",MURDOCHMURDOCH: S2-internal,3
VET454,Equine Practice,,Not available,4
VET455,"Cattle and Camelid Medicine, Production and Surgery",,MURDOCHMURDOCH: S2-internal,3
VET457,Small Animal Surgery,,MURDOCHMURDOCH: YM-internal,3
VET538,Veterinary Professional Life V,,MURDOCHMURDOCH: YU2-internal,6
VET541,Advanced Topics in Small Animal Practice,,MURDOCHMURDOCH: Y-internal,6
VET542,Advanced Topics in Mixed Animal Practice,,MURDOCHMURDOCH: S2V-internal,6
VET543,Advanced Topics in Equine Practice,,MURDOCHMURDOCH: S2V-internal,6
VET544,Advanced Topics in Production Animal Practice,,MURDOCHMURDOCH: S2V-internal,6
VET545,"Advanced Topics in Wildlife, Zoological and Conservation Medicine",,MURDOCHMURDOCH: S2V-internal,6
VET546,Advanced Topics in Veterinary Science,,MURDOCHMURDOCH: S2V-internal,6
VET585,Small Animal Practice I,,MURDOCHMURDOCH: YMV-internal,3
VET586,Small Animal Practice II,,"MURDOCHMURDOCH: YMV-internal, YU2-internal",3
VET587,"Production Animal, Public Health, Pathology (Anatomical and Clinical) Core Clinical Rotation","2014: 'Production Animal, Public Health, Pathology (Anatomic and Clinical) Core Clinical Rotation'",MURDOCHMURDOCH: YMV-internal,3
VET590,"Equine Practice, After-Hours and Diagnostic Imaging",,MURDOCHMURDOCH: YMV-internal,3
VET603,One Health: Wildlife Perspectives,2016: 'One Health for Biodiversity Conservation',"MURDOCHMURDOCH: S1-internal, S1-external",3
VET604,Principles of Wildlife Health,,"MURDOCHMURDOCH: S1-internal, S1-external",3
VET605,Wildlife Comparative Pathology,2016: 'Principles of Wildlife Comparative Pathology',"MURDOCHMURDOCH: S2-internal, S2-external",3
VET606,Wildlife Epidemiology and Disease Risk Analysis,2016: 'Principles of Wildlife Epidemiology and Disease Risk Analysis',"MURDOCHMURDOCH: S2-internal, S2-external",3
VET607,Small Animal Surgery and Diagnostic Imaging,2016: 'Introduction to Clinical Skills',MURDOCHMURDOCH: TS23E-internal,3
VET608,Equine General Practice,2016: 'Large Animal Practice',MURDOCHMURDOCH: TS13E-internal,4
VET614,Small Animal Practice,2016: 'Companion Animal Practice',MURDOCHMURDOCH: TS23E-internal,6
VET615,Transition to Practice,2016: 'Transition to Clinical Practice',MURDOCHMURDOCH: TS13E-internal,3
VET616-00,Veterinary Professional Investigation,,MURDOCHMURDOCH: S2-internal,0
VET616-03,Veterinary Professional Investigation,,MURDOCHMURDOCH: TS13-internal,3
VET616-06,Veterinary Professional Investigation,,MURDOCHMURDOCH: TS13-internal,6
VET618,"Equine Practice, After-hours, and Diagnostic Imaging",,MURDOCHMURDOCH: YU2-internal,3
VET619,Small Animal Practice 1,,MURDOCHMURDOCH: YU2-internal,3
VET622,Case Reports,,"MURDOCHMURDOCH: S1-external (quota of 20 places), S2-external (quota of 20 places)",3
VET630,Conservation Medicine,,"MURDOCHMURDOCH: S2-internal, S2-external",3
VET631,Wildlife Medicine,,"MURDOCHMURDOCH: S1-internal, S1-external",3
VET632,Bovine Health and Management,,MURDOCHMURDOCH: T1-internal,4
VET633,Small Ruminant and Camelid Health and Management,,MURDOCHMURDOCH: T1-internal,3
VET635,Pig and Poultry Health and Management,,MURDOCHMURDOCH: T1-internal,2
VET636,"Avian, Wildlife and Exotic Pet Medicine",,MURDOCHMURDOCH: TS23E-internal,2
VET637,Theriogenology,,MURDOCHMURDOCH: TS13E-internal,3
VET638,Small Animal Practice 2,,MURDOCHMURDOCH: YU2-internal,3
VET639,Conservation Medicine Field Placement/Project,2015: 'Veterinary Studies Masters Project',"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",3
VET6391,Conservation Medicine Field Placement/Project,2015: 'Veterinary Studies Masters Project',"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",6
VET640,Infectious and Emerging Diseases,,MURDOCHMURDOCH: S2-external,3
VET641,Principles of Epidemiology,,"MURDOCHMURDOCH: S2-internal, S2-external",3
VET642,Practical Applications of Epidemiology,,Not available,3
VET643,Advanced Topics in Equine Practice,,MURDOCHMURDOCH: TS23-internal,9
VET644,Advanced Topics in Production Animal Practice,,MURDOCHMURDOCH: TS23-internal,9
VET645,"Advanced Topics in Wildlife, Zoological and Conservation Medicine",,MURDOCHMURDOCH: TS23-internal,9
VET646,Advanced Topics in Non-Clinical Veterinary Science,,MURDOCHMURDOCH: TS23-internal,9
VET649,Veterinary Studies Masters Research Dissertation,2013: 'Surveillance Research Project',"MURDOCHMURDOCH: H-internal, H-external, S2-internal, S2-external, Y-internal, Y-external",12
VET651,Advanced Topics in Mixed Animal Practice,,MURDOCHMURDOCH: TS23-internal,9
VET652,Advanced Topics in Small Animal Practice,,MURDOCHMURDOCH: TS23-internal,9
VET653,Wildlife Health and Conservation Dissertation,,"MURDOCHMURDOCH: H-internal, H-external, Y-internal, Y-external",9
VET6531,Wildlife Health and Conservation Dissertation,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
VET654,Wildlife Health and Conservation Project,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",9
VET655,One Health Management and Leadership,,FTLEARNFTLEARN: FTL2-online,3
VET656,Public Health and Epidemiology,,"MURDOCHMURDOCH: S2-internalFTLEARNFTLEARN: FTL1-online, FTL3-online",3
VET657,Risk Analysis from Farm to Fork,,MURDOCHMURDOCH: S1-external,3
VET664,Wildlife Comparative Pathology,2015: 'Wildlife Comparative Pathology Project',"MURDOCHMURDOCH: S2-internal, S2-external",3
VET666,Research Methodology,2013: VET7662013: 'Research Methods in Clinical Veterinary Studies',MURDOCHMURDOCH: S1-internal,3
VET673,Equine Medicine I,,"MURDOCHMURDOCH: S1-internal, S1-external",3
VET674,Equine Medicine II,,"MURDOCHMURDOCH: S2-internal, S2-external",3
VET675,Advanced Veterinary Case Management,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, Y-internal",3
VET6751,Advanced Veterinary Case Management,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, Y-internal",6
VET6752,Advanced Veterinary Case Management,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, Y-internal",9
VET676,Advanced Veterinary Case Management 2,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, Y-internal",3
VET6761,Advanced Veterinary Case Management 2,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, Y-internal",6
VET6762,Advanced Veterinary Case Management 2,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, Y-internal",9
VET678,Veterinary Case Management Rounds,,"MURDOCHMURDOCH: H-internal, Y-internal",3
VET679,Seminars in Veterinary Clinical Studies,,"MURDOCHMURDOCH: H-internal, Y-internal",3
VET684-00,Veterinary Professional Life II,,MURDOCHMURDOCH: Y-internal,0
VET684-03,Veterinary Professional Life II,,MURDOCHMURDOCH: TS13-internal,3
VET684-09,Veterinary Professional Life II,,MURDOCHMURDOCH: TS13-internal,9
VET687,"Production Animal, Public Health and Pathology",,MURDOCHMURDOCH: YU2-internal,3
VET699,Epidemiological Studies: Design and Analysis,,Not available,3
VET770,Doctor of Veterinary Medical Science Thesis,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",48
VLS300,Group Projects in Veterinary and Life Sciences,,"MURDOCHMURDOCH: AW3-external, AW4-external, S1-internal, S1-external, S2-internal, S2-external, ST3-internal, ST3-external, SUM-internal, SUM-external, W-internal, W-external",3
VLS301,Veterinary and Life Sciences Research Project,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external, W-internal, W-external",NA
VLS302,Professional Placement in Veterinary and Life Sciences,,"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement",3
VLS505,Honours Thesis in Veterinary Biology,2014: VET4009,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS510,Honours Thesis in Animal Science,2014: ANS4910,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS515,Honours Thesis in Animal Health,2014: ANS4900,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS520,Honours Thesis in Forensic Biology and Toxicology,2014: BIO4049,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS525,Honours Thesis in Biomedical Science,2014: BMS4709,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS530,Honours Thesis in Molecular Biology,2014: BIO4089,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS535,Honours Thesis in Biotechnology,2014: BIO4039,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS540,Honours Thesis in Conservation and Wildlife Biology,2014: BIO4079,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS545,Honours Thesis in Environmental Management and Sustainability,2014: ENV40892014: 'Honours Thesis in Environmental Management',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS550,Honours Thesis in Environmental Science,2014: ENV4019,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS555,Honours Thesis in Marine Science,2014: BIO4069,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS560,Honours Thesis in Biological Sciences,2014: BIO4009,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS565,Honours Thesis in Crop and Pasture Science,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS570,Honours Thesis in Marine Biology,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
VLS601,Veterinary and Life Sciences Masters Independent Study,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external, W-internal, W-external",3
VLS683,Advanced Research Methods for Scientists,2014: ENV6832014: 'Advanced Environmental Science Research Methods',"MURDOCHMURDOCH: S1S-internal, S1S-external, S2N3-internal, S2N3-external",3
WEB263,Web Design,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
WEB278,Web Strategy,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
WEB301,Web Communication Project,,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
WEB302,Web Metrics,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
WEB303,Business of Freelancing,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
WEB325,Web Communication Professional Placement,,Not available,3
WEB561,Honours Topic in Web Communication A,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
WEB562,Honours Topic in Web Communication B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
WEB564,Web Research,,MURDOCHMURDOCH: S2-internal,3
WEB565,Web Planning,,Not available,3
WEB566,Social Media Analysis,,MURDOCHMURDOCH: S1-internal,3
WEB567,Advanced Web Communication Project,,Not available,3
WEB569,Honours Thesis in Web Communication,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
WKP356,Structured Workplace Learning Placement -- Information Technology,,"MURDOCHMURDOCH: S1-internal, S2-internal, SUM-internal",12
WKP356-03,Structured Workplace Learning Placement -- Information Technology,,Not available,3
