Code,Title,Term,Career,Units,Delivery
MATH6222,Introduction to Mathematical Thinking: Problem-Solving and Proofs,First Semester,Postgraduate,6,In Person
MATH2222,Introduction to Mathematical Thinking: Problem-Solving and Proofs,First Semester,Undergraduate,6,In Person
ENGN1217,Introduction to Mechanics,Second Semester,Undergraduate,6,In Person
MUSI1110,Introduction to Music Technology,First Semester/Second Semester,Undergraduate,6,In Person
MUSI6110,Introduction to Music Technology,First Semester,Postgraduate,6,In Person
EMSC4706,Introduction to Natural Hazards,First Semester,Undergraduate,6,In Person
EMSC8706,Introduction to Natural Hazards,First Semester,Postgraduate,6,In Person
POGO8049,Introduction to Planning and Policy,,Postgraduate,6,In Person
POLS1002,Introduction to Politics,First Semester,Undergraduate,6,In Person
ASGS1021,Introduction to Politics and Economics,,Undergraduate,6,In Person
POPH3000,Introduction to Population Health,Second Semester,Undergraduate,6,In Person
MEDI8112,Introduction to Professional Development,,Postgraduate,6,In Person
ANUC1100,Introduction to Programming and Algorithms,First Semester/Second Semester,Undergraduate,6,In Person
COMP7230,Introduction to Programming for Data Scientists,Winter Session,Postgraduate,6,In Person
SOCY2043,Introduction to Qualitative Research Methods,Second Semester,Undergraduate,6,In Person
BIOL2001,Introduction to Quantitative Biology,First Semester,Undergraduate,6,In Person
BIOL6200,Introduction to Quantitative Biology,First Semester,Postgraduate,6,In Person
SOCY2038,Introduction to Quantitative Research Methods,First Semester,Undergraduate,6,In Person
PASI9001,Introduction to Research in the Pacific: Methods and Research Design,Spring Session,Postgraduate,6,In Person
LAWS4277,Introduction to Roman Law,,Undergraduate,6,In Person
SCRN1001,Introduction to Screen Studies,First Semester,Undergraduate,6,In Person
ASIA9044,Introduction to Sinological Methods,First Semester/Second Semester,Postgraduate,6,In Person
SOCR8201,Introduction to Social Science Methods and Types of Data,Autumn Session/Second Semester,Postgraduate,6,In Person
ANUC1110,Introduction to Software Systems,First Semester/Second Semester,Undergraduate,6,In Person
SPAN1001,Introduction to Spanish I,First Semester,Undergraduate,6,In Person
SPAN6501,Introduction to Spanish I,First Semester,Postgraduate,6,In Person
SPAN1002,Introduction to Spanish II,Second Semester,Undergraduate,6,In Person
SPAN6502,Introduction to Spanish II,Second Semester,Postgraduate,6,In Person
STAT2005,Introduction to Stochastic Processes,Second Semester,Undergraduate,6,In Person
STAT7004,Introduction to Stochastic Processes,Second Semester,Postgraduate,6,In Person
ENGN8100,Introduction to Systems Engineering,First Semester,Postgraduate,6,In Person
ARTV2059,Introduction to Virtual Reality,,Undergraduate,6,In Person
ARTV6059,Introduction to Virtual Reality,,Postgraduate,6,In Person
INDG6005,Introduction to an Australian Indigenous  Language,First Semester,Postgraduate,6,Online
INDG2005,Introduction to an Australian Indigenous Language,First Semester,Undergraduate,6,Online
ASGS1007,Introduction to the Australian Economy,,Undergraduate,6,In Person
MEAS1001,Introduction to the Modern Middle East,First Semester,Undergraduate,6,In Person
LING6001,Introduction to the Study of Language,First Semester,Postgraduate,6,In Person
LING1001,Introduction to the Study of Language,First Semester,Undergraduate,6,In Person
ARAB6102,Introductory Arabic 1,First Semester,Postgraduate,6,In Person
ARAB1002,Introductory Arabic 1,First Semester,Undergraduate,6,In Person
ARAB6103,Introductory Arabic 2,Second Semester,Postgraduate,6,In Person
ARAB1003,Introductory Arabic 2,Second Semester,Undergraduate,6,In Person
ARAB3003,Introductory Course to Arabic Linguistics,First Semester,Undergraduate,6,In Person
ARAB6505,Introductory Course to Arabic Linguistics,Second Semester,Postgraduate,6,In Person
ARAB3005,Introductory Course to Arabic Literature,Second Semester,Undergraduate,6,In Person
ARAB6507,Introductory Course to Arabic Literature,Second Semester,Postgraduate,6,In Person
FREN6501,Introductory French I,First Semester,Postgraduate,6,In Person
FREN1003,Introductory French I,First Semester,Undergraduate,6,In Person
FREN6502,Introductory French II,Second Semester,Postgraduate,6,In Person
FREN1004,Introductory French II,Second Semester,Undergraduate,6,In Person
MUSI6315,Introductory Graduate Composition,First Semester/Second Semester,Postgraduate,12,In Person
MUSI6302,Introductory Graduate Music Performance,,Postgraduate,12,In Person
STAT2001,Introductory Mathematical Statistics,First Semester/Second Semester,Undergraduate,6,In Person
STAT2001,Introductory Mathematical Statistics,First Semester/Second Semester,Undergraduate,6,In Person
STAT2013,Introductory Mathematical Statistics for Actuarial Studies,First Semester/Second Semester,Undergraduate,6,In Person
STAT2013,Introductory Mathematical Statistics for Actuarial Studies,First Semester/Second Semester,Undergraduate,6,In Person
PERS1001,Introductory Persian A,First Semester,Undergraduate,6,In Person
PERS6001,Introductory Persian A,First Semester,Postgraduate,6,In Person
PERS1002,Introductory Persian B,Second Semester,Undergraduate,6,In Person
PERS6002,Introductory Persian B,Second Semester,Postgraduate,6,In Person
ASGS1006,Introductory Politics,,Undergraduate,6,In Person
PORT1001,Introductory Portuguese I,First Semester,Undergraduate,6,In Person
PORT6501,Introductory Portuguese I,First Semester,Postgraduate,6,In Person
PORT1002,Introductory Portuguese II,Second Semester,Undergraduate,6,In Person
PORT6502,Introductory Portuguese II,Second Semester,Postgraduate,6,In Person
COMP6700,Introductory Programming,,Postgraduate,6,In Person
STAT7055,Introductory Statistics for Business and Finance,First Semester/Second Semester/Spring Session,Postgraduate,6,In Person
STAT4055,Introductory Statistics for Business and Finance,First Semester/Second Semester,Undergraduate,6,In Person
BIOL3113,Invertebrate Biology,,Undergraduate,6,In Person
BIOL6113,Invertebrate Biology,,Postgraduate,6,In Person
REGN8015,Investigative Criminology,,Postgraduate,6,In Person
ACST4033,Investment and Asset Modelling,,Undergraduate,6,In Person
ACST8033,Investment and Asset Modelling,,Postgraduate,6,In Person
FINM2003,Investments,First Semester/Second Semester,Undergraduate,6,In Person
MEAS2000,Iranian History and Culture,First Semester,Undergraduate,6,In Person
MEAS1002,Islam : History and Institutions,Second Semester,Undergraduate,6,In Person
MEAS8127,Islam and Sectarianism in the Middle East,,Postgraduate,6,In Person
MEAS8118,Islam in Australia,,Postgraduate,6,In Person
MEAS4117,Islam in Central Asia,First Semester,Undergraduate,6,In Person
MEAS8117,Islam in Central Asia,First Semester,Postgraduate,6,In Person
ASIA6165,Islam in Southeast Asia,,Postgraduate,6,In Person
ASIA2165,Islam in Southeast Asia,,Undergraduate,6,In Person
MEAS8115,Islam in World Politics,Second Semester,Postgraduate,6,In Person
MEAS4115,Islam in World Politics,Second Semester,Undergraduate,6,In Person
POLS4058,"Islam, Politics and Conflict in Southeast Asia",Second Semester,Undergraduate,6,In Person
INTR8058,"Islam, Politics and Conflict in Southeast Asia",Second Semester,Postgraduate,6,In Person
MEAS4111,"Islam, The West and International Terrorism",,Undergraduate,6,In Person
MEAS8111,"Islam, the West and International Terrorism",,Postgraduate,6,In Person
MEAS8124,Islamic Banking: Debates and Development,,Postgraduate,6,In Person
MEAS4102,Islamic Radicalism,,Undergraduate,6,In Person
MEAS8102,Islamic Radicalism,,Postgraduate,6,In Person
ENVS6205,Island Sustainable Development: Fiji Field School,Winter Session,Postgraduate,6,In Person
ENVS2005,Island Sustainable Development: Fiji Field School,Winter Session,Undergraduate,6,In Person
IDEC8030,Issues in Applied Macroeconomics,Second Semester,Postgraduate,6,In Person
IDEC8029,Issues in Applied Microeconomics,First Semester,Postgraduate,6,In Person
INTR8017,Issues in Australian Foreign Policy,Second Semester,Postgraduate,6,In Person
PSYC2595,Issues in Contemporary Clinical Psychology,First Semester,Undergraduate,6,In Person
ARTH2167,Issues in Contemporary Craft and Design,First Semester,Undergraduate,6,In Person
ARTH6167,Issues in Contemporary Craft and Design,First Semester,Postgraduate,6,In Person
IDEC8003,Issues in Development Policy,First Semester,Postgraduate,6,In Person
EMDV8013,Issues in Development and Environment,First Semester,Postgraduate,6,In Person
POLS2094,Issues in International Political Economy,Second Semester,Undergraduate,6,In Person
POGO8220,Issues in Japanese Policy,Winter Session,Postgraduate,6,In Person
ASIA3027,Issues in Japanese Policy in their global context,Winter Session,Undergraduate,6,In Person
ANTH8049,Issues in the Design and Evaluation of Development Projects and Programs,First Semester,Postgraduate,6,In Person
MEAS8108,Issues of Development in the Middle East,Second Semester,Postgraduate,6,In Person
ITAL2006,Italian Studies - Continuing 2,Second Semester,Undergraduate,6,In Person
ITAL6505,Italian Studies - Intermediate 1,First Semester,Postgraduate,6,In Person
ITAL3505,Italian Studies - Intermediate I,First Semester,Undergraduate,6,In Person
ITAL3506,Italian Studies - Intermediate II,Second Semester,Undergraduate,6,In Person
ITAL6506,Italian Studies - Intermediate II,Second Semester,Postgraduate,6,In Person
ITAL1003,Italian Studies - Introductory 2,Second Semester,Undergraduate,6,In Person
ITAL6501,Italian Studies - Introductory I,First Semester,Postgraduate,6,In Person
ITAL1002,Italian Studies - Introductory I,First Semester,Undergraduate,6,In Person
ITAL2005,Italian Studies Continuing 1,First Semester,Undergraduate,6,In Person
ITAL6503,Italian Studies Continuing 1,First Semester,Postgraduate,6,In Person
ITAL6504,Italian Studies Continuing II,Second Semester,Postgraduate,6,In Person
ITAL6502,Italian Studies Introductory 2,Second Semester,Postgraduate,6,In Person
ITAL3020,Italy on Screen,,Undergraduate,6,In Person
SCRN2020,Italy on Screen,,Undergraduate,6,In Person
ENGL2074,Jane Austen History and Fiction,,Undergraduate,6,In Person
ENGL6023,Jane Austen History and Fiction,,Postgraduate,6,In Person
GEND2074,Jane Austen History and Fiction,,Undergraduate,6,In Person
INTR8063,"Japan & the World: Politics, Identity & Security",Winter Session,Postgraduate,6,In Person
JPNS6513,Japanese - English Translation,,Postgraduate,6,In Person
JPNS3013,Japanese - English Translation,,Undergraduate,6,In Person
JPNS6112,Japanese 1: Spoken,First Semester,Postgraduate,6,In Person
ANUC1018,Japanese 1: Spoken,,Undergraduate,6,In Person
JPNS1012,Japanese 1: Spoken,First Semester,Undergraduate,6,In Person
JPNS1014,Japanese 1: Written,First Semester,Undergraduate,6,In Person
JPNS6114,Japanese 1: Written,First Semester,Postgraduate,6,In Person
ANUC1019,Japanese 1: Written,,Undergraduate,6,In Person
JPNS6113,Japanese 2: Spoken,Second Semester,Postgraduate,6,In Person
JPNS2003,Japanese 2: Spoken,Second Semester,Undergraduate,6,In Person
JPNS2005,Japanese 2: Written,Second Semester,Undergraduate,6,In Person
JPNS6115,Japanese 2: Written,Second Semester,Postgraduate,6,In Person
JPNS2012,Japanese 3,First Semester,Undergraduate,6,In Person
JPNS6012,Japanese 3,First Semester,Postgraduate,6,In Person
JPNS2013,Japanese 4,Second Semester,Undergraduate,6,In Person
JPNS6013,Japanese 4,Second Semester,Postgraduate,6,In Person
JPNS6014,Japanese 5,First Semester,Postgraduate,6,In Person
JPNS3001,Japanese 5,First Semester,Undergraduate,6,In Person
JPNS3002,Japanese 6,Second Semester,Undergraduate,6,In Person
JPNS6015,Japanese 6,Second Semester,Postgraduate,6,In Person
ECON2008,Japanese Economy and Economic Policy,,Undergraduate,6,In Person
ECON8008,Japanese Economy and Economic Policy,,Postgraduate,6,In Person
INTR2018,Japanese Foreign and Security Policy,,Undergraduate,6,In Person
JPNS6024,Japanese Grammar,First Semester,Postgraduate,6,In Person
JPNS2024,Japanese Grammar and Expressions,First Semester,Undergraduate,6,In Person
LAWS4227,Japanese Law and Society,Summer Session,Undergraduate,6,In Person
LING2028,Japanese Linguistics,Second Semester,Undergraduate,6,In Person
LING6028,Japanese Linguistics,Second Semester,Postgraduate,6,In Person
ASIA2031,Japanese Politics,,Undergraduate,6,In Person
ASIA6031,Japanese Politics,,Postgraduate,6,In Person
ASIA2058,"Japanese Popular Culture: Manga, Anime, Film & the Visual Arts",,Undergraduate,6,In Person
JPNS1002,Japanese Secondary Extension - Advanced,First Semester/Second Semester,Undergraduate,6,In Person
EXTN1007A,Japanese Secondary Extension - Advanced A,Autumn Session,Undergraduate,0,In Person
EXTN1007B,Japanese Secondary Extension - Advanced B,Autumn Session,Undergraduate,6,In Person
JPNS1001,Japanese Secondary Extension - Continuing,First Semester/Second Semester,Undergraduate,6,In Person
EXTN1006A,Japanese Secondary Extension - Continuing A,Autumn Session,Undergraduate,0,In Person
EXTN1006B,Japanese Secondary Extension - Continuing B,Autumn Session,Undergraduate,6,In Person
COMP2140,Java Programming,,Undergraduate,6,In Person
LAWS6010,Jessup Moot,Summer Session,Postgraduate,6,In Person
LAWS4010,Jessup Moot,Summer Session,Undergraduate,6,In Person
ARTV2410,Jewellery & Object: Experimenting with process,Second Semester,Undergraduate,6,In Person
ARTV2421,Jewellery & Object: Hollow Construction,First Semester,Undergraduate,6,In Person
ARTV1403,Jewellery & Object: Introduction to Precise Miniature Construction,First Semester,Undergraduate,6,In Person
ARTV1404,"Jewellery & Object: Maker, Wearer, Viewer, User",Second Semester,Undergraduate,6,In Person
ARTV2401,Jewellery & Object: Making with machines,,Undergraduate,6,In Person
ARTV2402,Jewellery & Object: Utility as Context,,Undergraduate,6,In Person
BUSN8200,Judgement and Decision Making Research in Accounting,First Semester,Postgraduate,6,In Person
LAWS8141,Judicial Review of Government Action,Summer Session,Postgraduate,6,In Person
ANTH8007,Key Concepts in Anthropology of Development,Second Semester,Postgraduate,6,In Person
