Code,Title,Term,Career,Units,Delivery
PREP1140,Social psychology,,Undergraduate,6,In Person
ARTV6811,"Socially Engaged Art Practice: Authorship, Dialogue and Community",Second Semester,Postgraduate,6,In Person
ARTV2801,"Socially Engaged Art Practice: Authorship, Dialogue and Community",Second Semester,Undergraduate,6,In Person
SOCY1006,Society & Technological Change,First Semester,Undergraduate,6,In Person
ENVS2013,Society and Environmental Change,Second Semester,Undergraduate,6,In Person
ENVS6013,Society and Environmental Change,Second Semester,Postgraduate,6,In Person
SOCY4010,Sociology Honours Methods Seminar,First Semester,Undergraduate,12,In Person
SOCY4009,Sociology Honours Theory Seminar,First Semester,Undergraduate,12,In Person
SOCY8103,Sociology in the Digital Age,,Postgraduate,6,In Person
SOCY2170,Sociology of Emergent Media,,Undergraduate,6,In Person
SOCY6170,Sociology of Emergent Media,,Postgraduate,6,In Person
SOCY2162,Sociology of Health and Illness,,Undergraduate,6,In Person
SOCY2059,Sociology of Resistance,First Semester,Undergraduate,6,In Person
SOCY6045,Sociology of Third World Development,Second Semester,Postgraduate,6,In Person
SOCY2030,Sociology of Third World Development,Second Semester,Undergraduate,6,In Person
PHYS2204,Soft Condensed Matter: Understanding squishy materials from food to biology,Second Semester,Undergraduate,6,In Person
COMP6311,Software Analysis and Design,,Postgraduate,6,In Person
COMP2130,Software Analysis and Design,,Undergraduate,6,In Person
COMP6442,Software Construction,First Semester/Second Semester,Postgraduate,6,In Person
COMP2100,Software Design Methodologies,First Semester/Second Semester,Undergraduate,6,In Person
COMP6120,Software Engineering,Second Semester,Postgraduate,6,In Person
COMP2120,Software Engineering,Second Semester,Undergraduate,6,In Person
COMP3100,Software Engineering Group Project,,Undergraduate,6,In Person
COMP4500,Software Engineering Practice,First Semester/Second Semester,Undergraduate,6,In Person
COMP8173,Software Engineering Processes,,Postgraduate,6,In Person
COMP3500,Software Engineering Project,First Semester/Second Semester,Undergraduate,6,In Person
COMP4540,Software Engineering Research Project,First Semester/Second Semester,Undergraduate,12,In Person
COMP7500,Software Security,,Postgraduate,6,In Person
SOCY8015,Software Studies and Platform Sociology,,Postgraduate,6,In Person
ENGN4525,Solar Thermal Technologies,Second Semester,Undergraduate,6,In Person
ENGN6525,Solar Thermal Technologies,Second Semester,Postgraduate,6,In Person
PHYS3032,Solid State Physics,Second Semester,Undergraduate,6,In Person
PHYS6032,Solid State Physics,Second Semester,Postgraduate,6,In Person
MUSI3321,Songwriting: concepts and craft,First Semester,Undergraduate,6,In Person
MUSI3318,Sound Archiving,,Undergraduate,6,In Person
MUSI6008,Sound Archiving,,Postgraduate,6,In Person
LING2010,Sounds of the World's Languages: Phonetics and Phonology,Second Semester,Undergraduate,6,In Person
LING6010,Sounds of the World's Languages: Phonetics and Phonology,Second Semester,Postgraduate,6,In Person
ECON4449,South East Asian Economic Policy & Development,Second Semester,Undergraduate,6,In Person
ECON8049,Southeast Asian Economic Policy and Development,Second Semester,Postgraduate,6,In Person
ECON3009,Southeast Asian Economic Policy and Development(P),Second Semester,Undergraduate,6,In Person
ASIA2060,Southeast Asian Security,,Undergraduate,6,In Person
ASIA6060,Southeast Asian Security,,Postgraduate,6,In Person
DEMO8063,Spatial Population Data Analysis,First Semester,Postgraduate,6,In Person
SCOM2015,Speaking of Science,Second Semester,Undergraduate,6,In Person
SCOM6015,Speaking of Science,Second Semester,Postgraduate,6,In Person
LAWS4234,Special Law Elective 1: Animals and the Law,,Undergraduate,6,In Person
MGMT8172,Special Management Topic,Winter Session,Postgraduate,6,In Person
MMIB8003,Special Research Topic 1,First Semester/Second Semester,Postgraduate,6,In Person
MMIB8004,Special Research Topic 2,First Semester/Second Semester,Postgraduate,12,In Person
ENVS3016,Special Topic,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6,In Person
STST2004,Special Topic in International Security,,Undergraduate,6,In Person
MATH6209,Special Topic in Mathematical Sciences,Summer Session/First Semester/Second Semester,Postgraduate,6,In Person
MEAS8105,Special Topic in Middle Eastern and Central Asian Studies,First Semester/Second Semester,Postgraduate,6,In Person
MEAS8123,Special Topic in Modern Islam,,Postgraduate,6,In Person
NSPO8022,Special Topic in National Security Policy,,Postgraduate,6,In Person
SOCR8004,Special Topic in Social Research,Second Semester,Postgraduate,6,In Person
EMSC3050,Special Topics,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6,In Person
ECON8112,Special Topics  in Macroeconomics,First Semester/Second Semester,Postgraduate,6,In Person
ECON3112,Special Topics  in Macroeconomics,First Semester/Second Semester,Undergraduate,6,In Person
REGN8012,"Special Topics - Criminology, Justice and Regulation",First Semester/Second Semester,Postgraduate,6,In Person
FINM8002,Special Topics - Finance (Corporate and Behavioural Finance),,Postgraduate,6,In Person
ENGN6521,Special Topics In  Engineering II,First Semester/Winter Session/Second Semester,Postgraduate,6,In Person
BUSN3060,Special Topics In Commerce,,Undergraduate,6,In Person
POLS8041,Special Topics In Comparative Politics,Winter Session,Postgraduate,6,In Person
ACST3001,Special Topics in Actuarial Studies,,Undergraduate,6,In Person
ACST8051,Special Topics in Actuarial Studies 1,First Semester,Postgraduate,6,In Person
ACST8052,Special Topics in Actuarial Studies 2,,Postgraduate,6,In Person
STAT8024,Special Topics in Applied Statistics 1,First Semester,Postgraduate,6,In Person
STAT8025,Special Topics in Applied Statistics 2,,Postgraduate,6,In Person
ARAB3006,Special Topics in Arabic,Second Semester,Undergraduate,6,In Person
ARAB6508,Special Topics in Arabic,Second Semester,Postgraduate,6,In Person
ASIA6022,Special Topics in Asian and Pacific Studies,,Postgraduate,6,In Person
ASIA2112,Special Topics in Asian and Pacific Studies,,Undergraduate,6,In Person
BUSN4010,Special Topics in Commerce,,Undergraduate,6,In Person
BUSN8102,Special Topics in Commerce,,Postgraduate,6,In Person
BUSN8010,Special Topics in Commerce,,Postgraduate,6,In Person
BUSN8101,Special Topics in Commerce,First Semester/Second Semester,Postgraduate,6,In Person
BUSN8103,Special Topics in Commerce,,Postgraduate,6,In Person
BUSN4101,Special Topics in Commerce,,Undergraduate,6,In Person
POLS4041,Special Topics in Comparative Politics,Winter Session,Undergraduate,6,In Person
COMP2710,Special Topics in Computer Science,Summer Session/First Semester/Second Semester,Undergraduate,6,In Person
COMP6470,Special Topics in Computing,First Semester/Second Semester/Spring Session,Postgraduate,6,In Person
CRIM2011,Special Topics in Criminology,Second Semester,Undergraduate,6,In Person
DIPL8012,Special Topics in Diplomacy,First Semester/Second Semester/Spring Session,Postgraduate,6,In Person
EMSC8014,Special Topics in Earth Science,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
EMET3020,Special Topics in Econometrics,First Semester,Undergraduate,6,In Person
ECON3099,Special Topics in Economic Dynamics,First Semester/Second Semester,Undergraduate,6,In Person
ECON8099,Special Topics in Economic Dynamics,First Semester/Second Semester,Postgraduate,6,In Person
ECON3020,Special Topics in Economics: Computing and Data Skills,,Undergraduate,6,In Person
ENGN4521,Special Topics in Engineering 2,First Semester/Second Semester,Undergraduate,6,In Person
ENGN4522,Special Topics in Engineering 3,First Semester/Second Semester,Undergraduate,6,In Person
ENGN4523,Special Topics in Engineering 4,First Semester/Second Semester,Undergraduate,6,In Person
ENGN4520,Special Topics in Engineering I,Summer Session/First Semester/Winter Session/Second Semester,Undergraduate,6,In Person
ENGN6520,Special Topics in Engineering I,First Semester/Winter Session/Second Semester,Postgraduate,6,In Person
LAWS8291,Special Topics in Environmental Law,,Postgraduate,6,In Person
EMDV8041,Special Topics in Environmental Management and Development,,Postgraduate,6,In Person
FINM3004,Special Topics in Finance,,Undergraduate,6,In Person
LAWS8590,Special Topics in Government and Regulation,,Postgraduate,6,In Person
INDG3005,Special Topics in Indigenous Studies,,Undergraduate,6,In Person
LAWS8122,Special Topics in International Law,Winter Session,Postgraduate,6,In Person
INTR8018,Special Topics in International Relations,Summer Session,Postgraduate,6,In Person
LAWS8019,Special Topics in International Security Law,,Postgraduate,6,In Person
LAWS8148,Special Topics in Law,,Postgraduate,6,In Person
LAWS8028,"Special Topics in Law, Governance and Development",Spring Session,Postgraduate,6,In Person
LEGM8157,Special Topics in Legal Practice,,Postgraduate,6,In Person
LING6525,Special Topics in Linguistics,First Semester/Second Semester,Postgraduate,6,In Person
LING3025,Special Topics in Linguistics,First Semester/Second Semester,Undergraduate,6,In Person
MATH4349,Special Topics in Mathematics,Summer Session/First Semester/Autumn Session/Second Semester,Undergraduate,6,In Person
MATH3349,Special Topics in Mathematics,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6,In Person
ECON8110,Special Topics in Microeconomics,First Semester/Second Semester,Postgraduate,6,In Person
ECON3110,Special Topics in Microeconomics,First Semester/Second Semester,Undergraduate,6,In Person
MEAS4001,Special Topics in Middle Eastern and Central Asian Studies,First Semester/Second Semester,Undergraduate,6,In Person
POLS4009,Special Topics in Politics and International Relations 1,,Undergraduate,6,In Person
POLS4010,Special Topics in Politics and International Relations 2,,Undergraduate,6,In Person
PSYC3023,Special Topics in Psychology,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6,In Person
PHYS8750,Special Topics in Quantum Technology,First Semester/Second Semester,Postgraduate,6,In Person
SCOM3005,Special Topics in Science Communication,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6,In Person
SCOM6005,Special Topics in Science Communication,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
SOCY2168,Special Topics in Sociology,,Undergraduate,6,In Person
STAT3039,Special Topics in Statistics,First Semester,Undergraduate,6,In Person
STAT8016,Special Topics in Statistics 1,First Semester,Postgraduate,6,In Person
STST8017,Special Topics in Strategic Studies,,Postgraduate,6,In Person
ANTH2004,Spirit Rising: Religious Resurgence in its Local Context,,Undergraduate,6,In Person
ANTH6004,Spirit Rising: Religious Resurgence in its Local Context,,Postgraduate,6,In Person
LAWS8070,Sports Law,,Postgraduate,6,In Person
BIAN8009,Stable Isotopes in Archaeology and Biological Anthropology,Spring Session,Postgraduate,6,In Person
BIOL6110,"Stable Isotopes in Biogeochemistry, Environment, Medicine and Authentication",Autumn Session,Postgraduate,6,In Person
BIOL3110,"Stable Isotopes in Biogeochemistry, Environment, Medicine and Authentication",Autumn Session,Undergraduate,6,In Person
ASTR4008,Star Formation,Second Semester,Undergraduate,6,In Person
ASTR8008,Star Formation,Second Semester,Postgraduate,6,In Person
ASTR6007,Stars,First Semester,Postgraduate,6,In Person
ASTR3007,Stars,First Semester,Undergraduate,6,In Person
EMDV8101,"State, Society and Natural Resources",Second Semester,Postgraduate,6,In Person
ANCH2102,"State, sanctuary and community: archaeology of settlement and memory in ancient Greece",Spring Session,Undergraduate,12,In Person
ANCH6102,"State, sanctuary and community: archaeology of settlement and memory in ancient Greece",Spring Session,Postgraduate,12,In Person
NSPO8021,Statecraft and National Security in Cyberspace,First Semester,Postgraduate,6,In Person
ANTH2134,States and Citizens: Anthropological Perspectives,First Semester,Undergraduate,6,In Person
ANTH6134,States and Citizens: Anthropological Perspectives,First Semester,Postgraduate,6,In Person
INTR8050,"States, Globalisation and the Movement of Peoples",,Postgraduate,6,In Person
STAT3013,Statistical Inference,First Semester,Undergraduate,6,In Person
STAT4027,Statistical Inference,First Semester,Undergraduate,6,In Person
STAT4027,Statistical Inference,First Semester,Undergraduate,6,In Person
STAT8027,Statistical Inference,First Semester,Postgraduate,6,In Person
STAT3013,Statistical Inference,First Semester,Undergraduate,6,In Person
STAT8027,Statistical Inference,First Semester,Postgraduate,6,In Person
STAT4040,Statistical Learning,First Semester,Undergraduate,6,In Person
STAT3040,Statistical Learning,First Semester,Undergraduate,6,In Person
STAT7040,Statistical Learning,First Semester,Postgraduate,6,In Person
COMP8600,Statistical Machine Learning,First Semester,Postgraduate,6,In Person
COMP4670,Statistical Machine Learning,First Semester,Undergraduate,6,In Person
STAT1003,Statistical Techniques,First Semester,Undergraduate,6,In Person
PREP1116,Statistics,,Undergraduate,6,In Person
STAT4500,Statistics Honours Thesis,First Semester/Second Semester,Undergraduate,6,In Person
SOCR4001,Statistics for Social Scientists,First Semester,Undergraduate,6,In Person
SOCR8001,Statistics for Social Scientists,First Semester,Postgraduate,6,In Person
LAWS8072,Statutory Interpretation,Autumn Session,Postgraduate,6,In Person
ASTR4015,Stellar Atmospheres and Spectroscopy,,Undergraduate,6,In Person
ASTR8005,Stellar Atmospheres and Spectroscopy,,Postgraduate,6,In Person
MATH6115,Stochastic Analysis with Financial Applications,Second Semester,Postgraduate,6,In Person
MATH3015,Stochastic Analysis with Financial Applications,Second Semester,Undergraduate,6,In Person
STAT3004,Stochastic Modelling,First Semester,Undergraduate,6,In Person
STAT4018,Stochastic Modelling,First Semester,Undergraduate,6,In Person
STAT7018,Stochastic Modelling,First Semester,Postgraduate,6,In Person
ENGL2085,Strange Home: Rethinking Australian Literature,Second Semester,Undergraduate,6,In Person
LEGM8331,Strata Law and Practice in the 21st Century City,,Postgraduate,6,In Person
MGMT7171,Strategic Human Resource Management,Summer Session,Postgraduate,6,In Person
MGMT8022,Strategic Management,Summer Session/First Semester/Winter Session/Second Semester,Postgraduate,6,In Person
MKTG3023,Strategic Marketing,First Semester,Undergraduate,6,In Person
LEGM8323,Strategic Negotiation Skills,,Postgraduate,6,In Person
POGO8506,Strategic Policymaking,Winter Session,Postgraduate,6,In Person
STST8001,Strategic Studies,First Semester,Postgraduate,12,In Person
STST8010,Strategic Studies Concepts and Asia Pacific Conflict,Second Semester,Postgraduate,6,In Person
STST9010,Strategic Studies Concepts and Asia Pacific Conflict,Second Semester,Postgraduate,6,In Person
STST8064,Strategic Studies Experience,First Semester,Postgraduate,0,In Person
STST8059,Strategic Studies Internship,First Semester/Second Semester,Postgraduate,6,In Person
ECON2141,Strategic Thinking: An introduction to Game Theory,First Semester/Second Semester,Undergraduate,6,In Person
SCOM4501,Strategies in Science Communication,Winter Session,Undergraduate,6,In Person
SCOM6501,Strategies in Science Communication,Winter Session,Postgraduate,6,In Person
SCOM3501,Strategies in Science Communication,Winter Session,Undergraduate,6,In Person
STST8102,Strategy,Summer Session,Postgraduate,12,In Person
STST8056,Strategy and Southeast Asia: Defence and Security Dynamics,Second Semester,Postgraduate,6,In Person
CHEM2210,Structural Elucidation in Chemistry,Summer Session/First Semester,Undergraduate,6,In Person
EMSC6030,Structural Geology and Tectonics,Second Semester,Postgraduate,6,In Person
EMSC3002,Structural Geology and Tectonics,Second Semester,Undergraduate,6,In Person
CHEM3204,Structural Methods in Chemical Biology,Winter Session,Undergraduate,6,In Person
LING2020,Structure of English,First Semester,Undergraduate,6,In Person
COMP6710,Structured Programming,First Semester/Second Semester,Postgraduate,6,In Person
COMP1110,Structured Programming,First Semester/Second Semester,Undergraduate,6,In Person
COMP1140,Structured Programming (Advanced),Second Semester,Undergraduate,6,In Person
FINM3009,Student Managed Fund,First Semester/Second Semester,Undergraduate,6,In Person
FINM6009,Student Managed Fund,,Postgraduate,6,In Person
FINM6009,Student Managed Fund,,Postgraduate,6,In Person
FINM3009,Student Managed Fund,First Semester/Second Semester,Undergraduate,6,In Person
FINM6009,Student Managed Fund,,Postgraduate,6,In Person
FINM3009,Student Managed Fund,First Semester/Second Semester,Undergraduate,6,In Person
FINM6010,Student Managed Fund Extension,,Postgraduate,6,In Person
FINM3010,Student Managed Fund Extension,First Semester/Second Semester,Undergraduate,6,In Person
FINM6010,Student Managed Fund Extension,,Postgraduate,6,In Person
FINM3010,Student Managed Fund Extension,First Semester/Second Semester,Undergraduate,6,In Person
FINM3010,Student Managed Fund Extension,First Semester/Second Semester,Undergraduate,6,In Person
FINM6010,Student Managed Fund Extension,,Postgraduate,6,In Person
COMP2560,Studies in Advanced Computing R&D,Second Semester,Undergraduate,6,In Person
DESN4013,Studio Inquiry: Application of Research,,Undergraduate,12,In Person
ASIA3051,Study Tour: Archaeology in Asia,Spring Session,Undergraduate,6,In Person
ASIA6151,Study Tour: Archaeology in Asia,Spring Session,Postgraduate,6,In Person
ARCH2022,Study Tour: Cultural Landscapes and Environmental Change,Summer Session,Undergraduate,6,In Person
ARCH6022,Study Tour: Cultural Landscapes and Environmental Change,Summer Session,Postgraduate,6,In Person
ASIA2084,"Study Tour: Modern Mongolia - Challenges to the Environment, Economy and Empire",Winter Session,Undergraduate,6,In Person
PASI2030,Study Tour: Regional Policymaking for Pacific Development,Second Semester,Undergraduate,6,In Person
PASI6030,Study Tour: Regional Policymaking for Pacific Development,Second Semester,Postgraduate,6,In Person
ASIA3014,Study Tour: Southeast Asian Frontiers – Thailand and Burma/Myanmar,,Undergraduate,12,In Person
ASIA6114,Study Tour: Southeast Asian Frontiers – Thailand and Burma/Myanmar,,Postgraduate,12,In Person
ASIA2090,Study Tour: The Political Economy of Myanmar,,Undergraduate,6,In Person
LING3008,Study of A Language Family,,Undergraduate,6,In Person
LING6508,Study of a Language Family,,Postgraduate,6,In Person
STST2020,Study tour: Southeast Asia's Security Choices,,Undergraduate,6,In Person
LAWS8436,Succession,First Semester,Postgraduate,6,In Person
LAWS4236,Succession,First Semester,Undergraduate,6,In Person
ARCH8029,Supervised Field School Project in Archaeological Science,Winter Session/Spring Session,Postgraduate,6,In Person
ASIA8512,Supervised Project in Asia-Pacific Studies,First Semester/Second Semester,Postgraduate,6,In Person
LAWS4300,Supervised Research Paper,First Semester/Second Semester,Undergraduate,12,In Person
ANTH3010,Supervised Research in Anthropology,First Semester/Second Semester,Undergraduate,6,In Person
BIAN3129,Supervised Research in Biological Anthropology,First Semester/Second Semester,Undergraduate,6,In Person
ANTH8037,Supervised Special Project,First Semester,Postgraduate,12,Online
ASGS1101,Support For Business Reporting and Analysis,,Undergraduate,6,In Person
ASGS1105,Support For Physics and its Foundations,,Undergraduate,6,In Person
ASGS1104,Support For Self and Society,,Undergraduate,6,In Person
ASGS1103,"Support for Asia and the Pacific: Power, diversity and change",First Semester,Undergraduate,6,In Person
ASGS1110,Support for Australia's Environment,,Undergraduate,6,In Person
ASGS1111,Support for Business Information Systems,,Undergraduate,6,In Person
ASGS1109,"Support for Global Citizen: Culture, Development and Inequality",,Undergraduate,6,In Person
ASGS1114,Support for Introduction to International Relations: Foundations and Concepts,First Semester,Undergraduate,6,In Person
ASGS1113,Support for Introduction to International Security Studies,First Semester,Undergraduate,6,In Person
ASGS1102,"Support for Management, People and Organisations",First Semester,Undergraduate,6,In Person
ASGS1108,Support for Peace Building and Conflict Resolution,,Undergraduate,6,In Person
ASGS1112,Support for Quantitative Research Methods,,Undergraduate,6,In Person
ASGS1115,Support for Science Courses,,Undergraduate,6,In Person
SOCY2157,Surveillance and Society,,Undergraduate,6,In Person
SOCY6064,Surveillance and Society,,Postgraduate,6,In Person
SOCR8002,Survey Data Analysis,Second Semester,Postgraduate,6,In Person
SOCR4002,Survey Data Analysis,Second Semester,Undergraduate,6,In Person
LAWS4247,Survey of United States Law,Summer Session,Undergraduate,6,In Person
STAT4072,Survival Models,First Semester,Undergraduate,6,In Person
STAT7042,Survival Models,First Semester,Postgraduate,6,In Person
STAT7042,Survival Models,First Semester,Postgraduate,6,In Person
STAT3032,Survival Models,First Semester,Undergraduate,6,In Person
STAT4072,Survival Models,First Semester,Undergraduate,6,In Person
STAT3032,Survival Models,First Semester,Undergraduate,6,In Person
STAT3032,Survival Models,First Semester,Undergraduate,6,In Person
STAT4072,Survival Models,First Semester,Undergraduate,6,In Person
STAT7042,Survival Models,First Semester,Postgraduate,6,In Person
BUSN7017,"Sustainability and Corporate Social Responsibility, Accountability and Reporting",Second Semester,Postgraduate,6,In Person
IDEC8004,Sustainability and Ecological Economics,,Postgraduate,6,In Person
ENVS2023,Sustainable Agricultural Systems,,Undergraduate,6,In Person
ENVS6223,Sustainable Agricultural Systems,,Postgraduate,6,In Person
ENVS1008,Sustainable Development,Second Semester,Undergraduate,6,In Person
ENVS6108,Sustainable Development,Second Semester,Postgraduate,6,In Person
LAWS8037,Sustainable Energy Law,Winter Session,Postgraduate,6,In Person
MKTG2002,Sustainable Marketing,First Semester,Undergraduate,6,In Person
ENGN4027,Sustainable Nanomaterials,First Semester,Undergraduate,6,In Person
ENGN6420,Sustainable Product Development,,Postgraduate,6,In Person
ENGN4420,Sustainable Product Development,,Undergraduate,6,In Person
ENVS2012,Sustainable Urban Systems,Second Semester,Undergraduate,6,In Person
ENVS6005,Sustainable Urban Systems,Second Semester,Postgraduate,6,In Person
CHEM3201,Synthetic Aspects of Medicinal Chemistry,First Semester,Undergraduate,6,In Person
COMP6365,System Architectural Understanding and the Human Brain,,Postgraduate,6,In Person
COMP3650,System Architectural Understanding and the Human Brain,,Undergraduate,6,In Person
ENGN3331,System Dynamics,First Semester,Undergraduate,6,In Person
ENGN6331,Systems Dynamics,First Semester,Postgraduate,6,In Person
ENGN2226,Systems Engineering Analysis,,Undergraduate,6,In Person
ENGN2225,Systems Engineering Design,,Undergraduate,6,In Person
ENGN4221,Systems Engineering Project,First Semester/Second Semester,Undergraduate,6,In Person
COMP3530,Systems Engineering for Software Engineers,Second Semester,Undergraduate,6,In Person
COMP6353,Systems Engineering for Software Engineers,Second Semester,Postgraduate,6,In Person
ENGN8120,Systems Modelling,Second Semester,Postgraduate,6,In Person
NEUR3112,Systems Neuroscience,Second Semester,Undergraduate,6,In Person
NEUR6102,Systems Neuroscience,Second Semester,Postgraduate,6,In Person
COMP8180,Systems and Software Safety,,Postgraduate,6,In Person
COMP6310,"Systems, Networks and Concurrency",Second Semester,Postgraduate,6,In Person
COMP2310,"Systems, Networks and Concurrency",Second Semester,Undergraduate,6,In Person
ASIA2072,Taiwan: History and Culture,,Undergraduate,6,In Person
ASIA6072,Taiwan: History and Culture,,Postgraduate,6,In Person
CHIN2013,Taiwanese (Southern Min),Winter Session,Undergraduate,6,In Person
CHIN6016,Taiwanese (Southern Min),Winter Session,Postgraduate,6,In Person
ASIA2222,Taiwanese Society and Politics,Summer Session,Undergraduate,6,In Person
CRIM6015,Targeted Violence: Criminological Approaches to Understanding and Prevention,,Postgraduate,6,In Person
CRIM2015,Targeted Violence: Criminological Approaches to Understanding and Prevention,,Undergraduate,6,In Person
BUSN4016,Taxation Concepts and Issues,,Undergraduate,6,In Person
BUSN8016,Taxation Concepts and Issues,,Postgraduate,6,In Person
BUSN7021,Taxation Law,First Semester/Second Semester,Postgraduate,6,In Person
JPNS6514,Teaching Japanese Method,,Postgraduate,6,In Person
JPNS6512,Teaching Japanese: Content,Second Semester,Postgraduate,6,In Person
JPNS3012,Teaching Japanese: Content,Second Semester,Undergraduate,6,In Person
JPNS3014,Teaching Japanese: Method,,Undergraduate,6,In Person
LING6013,Teaching Languages,Second Semester,Postgraduate,6,In Person
LING2013,Teaching Languages,Second Semester,Undergraduate,6,In Person
MGMT3002,Techniques for Business Project Management,Second Semester,Undergraduate,6,In Person
LEGM8317,Technology Transfer and Commercialisation,Spring Session,Postgraduate,6,Online
MGMT7020,Technology and Project Management,First Semester/Second Semester,Postgraduate,6,In Person
ENGL2116,Televisual: Investigating Narrative Television,First Semester,Undergraduate,6,In Person
ENGL6116,Televisual: Investigating Narrative Television,First Semester,Postgraduate,6,In Person
HIST1209,Terror to Terrorism: A History,Second Semester,Undergraduate,6,In Person
ANUC1108,Terror to Terrorism: A History,Second Semester,Undergraduate,6,In Person
POLS4027,Terrorism & Counter Terrorism,First Semester,Undergraduate,6,In Person
POLS8027,Terrorism and Counter Terrorism,First Semester,Postgraduate,6,In Person
NSPO8025,Terrorism and National Security,Second Semester,Postgraduate,6,In Person
TETM1002,Tetum 1,First Semester,Undergraduate,6,Online
TETM6002,Tetum 1,First Semester,Postgraduate,6,Online
TETM6003,Tetum 2,Second Semester,Postgraduate,6,Online
TETM1003,Tetum 2,Second Semester,Undergraduate,6,Online
TETM2004,Tetum 3,First Semester,Undergraduate,6,Online
TETM6104,Tetum 3,First Semester,Postgraduate,6,Online
TETM2005,Tetum 4,Second Semester,Undergraduate,6,Online
TETM6105,Tetum 4,Second Semester,Postgraduate,6,Online
DESA2906,Textiles Design: Drawing for Design,,Undergraduate,6,In Person
DESA2908,Textiles Design: Fabricated Textiles,,Undergraduate,6,In Person
DESA2909,Textiles Design: Marketing Design,Second Semester,Undergraduate,6,In Person
DESA2907,Textiles Design: Stitch for Design,,Undergraduate,6,In Person
ARTV2906,Textiles: Approaches to Drawing for Craft and Design,,Undergraduate,6,In Person
ARTV2908,Textiles: Constructed Textiles,,Undergraduate,6,In Person
ARTV1901,Textiles: Dye and Surface Manipulation,First Semester,Undergraduate,6,In Person
ARTV2907,Textiles: Embroidery and Hand Stitch,,Undergraduate,6,In Person
ARTV2911,Textiles: Experimental Practices,First Semester,Undergraduate,6,In Person
ARTV2909,Textiles: Maker to Market,Second Semester,Undergraduate,6,In Person
ARTV1902,Textiles: Print and Surface Design,Second Semester,Undergraduate,6,In Person
THAI1002,Thai 1,First Semester,Undergraduate,6,Online
THAI6102,Thai 1,First Semester,Postgraduate,6,Online
THAI1003,Thai 2,Second Semester,Undergraduate,6,Online
THAI6103,Thai 2,Second Semester,Postgraduate,6,Online
THAI2002,Thai 3,First Semester,Undergraduate,6,Online
THAI6002,Thai 3,First Semester,Postgraduate,6,Online
THAI2003,Thai 4,Second Semester,Undergraduate,6,Online
THAI6003,Thai 4,Second Semester,Postgraduate,6,Online
THAI3002,Thai 5,First Semester,Undergraduate,6,Online
THAI6502,Thai 5,First Semester,Postgraduate,6,Online
THAI3008,Thai 6,Second Semester,Undergraduate,6,Online
THAI6008,Thai 6,Second Semester,Postgraduate,6,Online
HIST2206,"The Anzac Battlefields and Beyond: A Study Tour of Gallipoli, London, Paris and the Western Front",Autumn Session,Undergraduate,12,In Person
ARCH6050,The Archaeology of South East Asia,Second Semester,Postgraduate,6,In Person
ARTH6057,The Art and Politics of Collecting,,Postgraduate,12,In Person
VCUG1001,The Art of Computing,,Undergraduate,6,In Person
VCUG2003,The Art of Making : A practical course aimed at turning ideas into reality,First Semester/Second Semester,Undergraduate,6,In Person
ECHI1006,The Australian Economy: Past and Present,First Semester,Undergraduate,6,In Person
ASGS1008,The Big Ideas in Science,,Undergraduate,6,In Person
HIST2221,The Birth of Modernity: Britain 1688-1848,Second Semester,Undergraduate,6,In Person
HIST6221,The Birth of Modernity: Britain 1688-1848,Second Semester,Postgraduate,6,In Person
EMSC1006,The Blue Planet: An Introduction to Earth System Science,First Semester,Undergraduate,6,In Person
EMSC6107,The Blue Planet: an Introduction to Earth System Science,First Semester,Postgraduate,6,In Person
IDEC8021,The Chinese Economy,Second Semester,Postgraduate,6,In Person
HIST2141,The Cold War: 1945-1989,Second Semester,Undergraduate,6,In Person
ASIA3034,The Contemporary Chinese World,Second Semester,Undergraduate,6,In Person
BAPA3003,"The Contemporary Pacific: Society, Politics and Development",,Undergraduate,6,In Person
COMP1040,The Craft of Computing,,Undergraduate,6,In Person
EMDV8015,The Eco-Cultural Tourism Workshop,Autumn Session,Postgraduate,6,In Person
POGO8016,The Economic Way of Thinking,First Semester,Postgraduate,6,In Person
IDEC8081,The Economics of Incentives and Institutions,Second Semester,Postgraduate,6,In Person
ECON8010,The Economics of Taxation and Redistribution,,Postgraduate,6,In Person
ECON2091,"The Economy, Politics and the State",Second Semester,Undergraduate,6,In Person
ECON8091,"The Economy, Politics and the State",Second Semester,Postgraduate,6,In Person
ECON4491,"The Economy, Politics and the State",Second Semester,Undergraduate,6,In Person
DESN2012,The Ethics of Making: Design for Reuse and Repair,,Undergraduate,6,In Person
DESN6012,The Ethics of Making: Design for Reuse and Repair,,Postgraduate,6,In Person
BUSI7020,The European Business System,First Semester,Postgraduate,6,In Person
LAWS8239,The European Union,Winter Session,Postgraduate,6,In Person
