course_name,course_code,meta,meta_second
Clinical Teaching Practice (Prim) 3 PT,EDUC91008,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Adv Topics in Engineering Mathematics,ELEN90018,Not offered in 2020,"Graduate coursework, 12.5 credit points "
High Baroque Music of the German World,MUSI40049,Not offered in 2020,"Honours, 12.5 credit points "
Writing and Publishing Reports,MGMT90134,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Aboriginal Art in the Northern Territory,AHIS40016,Not offered in 2020,"Honours, 12.5 credit points "
Constitution Making,LAWS70269,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Constitutional Law in Practice,LAWS70222,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Visiting Scholar: Classics and Arch A,ANCW90003,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Visiting Scholar Subject: History,HIST90033,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Secure Cyberphysical Systems,ELEN90080,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Sensor Networks and Applications,COMP90017,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Enumerative Combinatorics,MAST90031,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Issues in Bioethics,PHIL90025,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Law, Justice & Human Rights in China",LAWS50117,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Dispute Resolution,LAWS50027,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Taxation of Major Projects,LAWS90031,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Special Topics B International Relations,POLS90046,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Law of Commercial Cyberspace,LAWS90162,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Principles of Physiology,PHYS90007,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Histories of International Law,LAWS90109,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Project 2,DNCE90011,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Organic Electronics,CHEM90047,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Cosmic Pandaemonium in Paradise Lost,ENGL40022,Not offered in 2020,"Honours, 12.5 credit points "
Drugs and the Death Penalty in Asia,LAWS70415,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Mineral and Petroleum Tax,LAWS70399,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
"Exploring French Wine, Food and Culture",AGRI50001,Not offered in 2020,"Graduate coursework Level 5, 25 credit points "
Great Power Politics,POLS90035,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Robin Boyd Studio,ABPL90354,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Changing Labour Markets and Inequalities,SOCI90019,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Latin American Constitutionalisms,LAWS70397,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
French Language for Opera 1,MUSI90166,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Music in the Culture of the Renaissance,MUSI40047,Not offered in 2020,"Honours, 12.5 credit points "
Clinical Teaching Practice (Sec) 2 Ext,EDUC91011,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Food, Culture and Identity",EURO90001,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Network Design and Optimisation,ELEN90003,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Institutional Abuse and Legal Redress,LAWS90153,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Performance Pedagogy,MUSI90135,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Coastal Environmental Geomorphology,GEOL90030,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Global Challenges in Adolescent Health,POPH90087,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Derivative Securities,FNCE90005,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Marketing,BUSA90244,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Bills of Rights,LAWS70334,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Exactly Solvable Models,MAST90065,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Dance Movement Therapy Methods 4,CREA90021,Not offered in 2020,"Graduate coursework, 12.5 credit points "
French Language for Opera 2,MUSI90178,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Encounters: Meeting of Laws in Australia,LAWS50070,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Acc.Information and Security Valuation,ACCT90008,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Infant and Parent Relationship,PSYT90027,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Visiting Scholar: Advanced Seminar B,ARTS90021,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Minor Research Thesis,THTR40004,Not offered in 2020,"Honours, 25 credit points "
Comparative Constitutional Law,LAWS90011,Not offered in 2020,"Graduate coursework, 12.5 credit points "
A Western Canon? Cervantes & Shakespeare,ARTS90007,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Advanced Topics in Nano-Optics,ELEN90086,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Tax and Crime,LAWS90030,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Process and Practice 2,DNCE90008,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Music and Gender,MUSI40028,Not offered in 2020,"Honours, 12.5 credit points "
Automatic Chemical Analysis,CHEM90042,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Advanced Skills in Community Psychiatry,PSYT90062,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Piano Duo and Duet 2,MUSI20100,Not offered in 2020,"Undergraduate Level 2, 6.25 credit points "
Quality and Reliability,MCEN90023,Not offered in 2020,"Graduate coursework, 12.5 credit points "
US Intellectual Property Law,LAWS70406,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Multimedia Content Delivery,ELEN90014,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Curriculum Design and Evaluation,EDUC90610,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Latin American Music and Culture,MUSI40090,Not offered in 2020,"Honours, 12.5 credit points "
New Caledonia in the 21st Century,FREN20021,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Regional Governance,PADM90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Languages of Venice: Study Abroad,ITAL30012,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Reacting to the Past,HIST20081,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Industrial Economics,ECON30003,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Managing Employee Relations,MGMT20009,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
The Economics of Taxation,ECON30016,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Accounting for Corporate Entities,ACCT20004,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Managing Strategic Change,MGMT30005,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Methods for Inclusive Music Teaching,MUSI90240,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Managing Underperforming Trainees,MEDS90014,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Teaching Surgical Science,MEDS90016,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Romanticism to Decadence: French Novels,FREN30005,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Darwinism: Evolution & Revolution,HPSC20001,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
"Rock, Pop & Resistance",SPAN20016,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Stravinsky and Music of the 20th Century,MUSI20158,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
"Sex, Gender and Power",GEND20001,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Chemistry for BioSciences,CHEM10009,Not offered in 2020,"Undergraduate Level 1, 12.5 credit points "
French Cinema: The New Wave and Beyond,FREN30013,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Aboriginal Women and Coloniality,INDG20003,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Foundations of Informatics,INFO20002,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Intensive Syriac Aramaic,ANCW10004,Not offered in 2020,"Undergraduate Level 1, 12.5 credit points "
Don Quijote Against the Universe,SPAN30013,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Hacking Cities - Upgrading Urban Life,ABPL20054,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Italian Honours Language Seminar 2,ITAL40002,Not offered in 2020,"Honours, 12.5 credit points "
Practical Voice and Speech 1,THTR90010,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Voice Theory 2,THTR90014,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Darwinism: Evolution & Revolution,HPSC20001,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
"Rock, Pop & Resistance",SPAN30012,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Language and Identity,LING30012,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Democracy and its Dilemmas,POLS30033,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
"Justice, Freedom and Equality",PHIL30051,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Cooking up the Nation,SPAN30019,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Academic English: Economics and Business,ESLA10005,Not offered in 2020,"Undergraduate Level 1, 12.5 credit points "
Hacking Cities - Upgrading Urban Life,ABPL20054,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Voice Theory 2,THTR90014,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Practical Voice and Speech 1,THTR90010,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Integration and Implementation,BUSA90139,Not offered in 2020,"Graduate coursework, 50 credit points "
Project in Computational Biology,SCIE90025,Not offered in 2020,"Graduate coursework, 25 credit points "
Veterinary Bioscience 1 Part A,VETS90108,Not offered in 2020,"Graduate coursework, 37.5 credit points "
Environmental Research Topic (Ind),ENST90021,Not offered in 2020,"Graduate coursework, 37.5 credit points "
Composition of a Leader,DEVT90066,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Principal Study 4.1,MUSI40040,Not offered in 2020,"Honours, 25 credit points "
Class Actions,LAWS70019,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Written Advocacy,LAWS70052,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Animal Welfare,ANSC90007,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Financial Analysis and Valuation,ACCT30006,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
International Maritime Law,LAWS70144,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Law and the Holocaust,LAWS90076,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Sustainable Tropical Housing,ABPL90152,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Classical Social Theory,SOTH90007,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Bioinformatics,POPH90124,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Activism, Selves and Histories",AIND40003,Not offered in 2020,"Honours, 12.5 credit points "
Industry Studies in Asia,BUSA90132,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Creative Arts Therapies Research 3,CREA90019,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Sport and Taxation,LAWS70332,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
The Grammar of English,LING90035,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Indigenous Development Perspectives,DEVT90059,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Radical Chemistry,CHEM90054,Not offered in 2020,"Graduate coursework, 6.25 credit points "
"Science, Technology & Innovation Policy",MGMT90184,Not offered in 2020,"Graduate coursework, 12.5 credit points "
International Dispute Resolution,LAWS90022,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Constraint Programming,COMP90046,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Diplomacy: Theory and Practice,POLS90047,Not offered in 2020,"Graduate coursework, 12.5 credit points "
French Cinema Research Seminar,FREN40001,Not offered in 2020,"Honours, 12.5 credit points "
Restitution,LAWS70148,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Discourse Analysis and Representation,LING40003,Not offered in 2020,"Honours, 12.5 credit points "
Foundations in Cancer & Palliative Care2,NURS90028,Not offered in 2020,"Graduate coursework, 25 credit points "
Managing Customers for Competitive Advtg,MGMT90162,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Studies in Business Information Systems,BISY40002,Not offered in 2020,"Honours, 12.5 credit points "
Figured Bass Realisation 1,MUSI30257,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Advanced Constitutional Law,LAWS90161,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Inorganic Chemistry III,CHEM30009,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Seminars in Theoretical Linguistics,LING40004,Not offered in 2020,"Honours, 12.5 credit points "
Professional Learning Capstone (Interns),EDUC90999,Not offered in 2020,"Graduate coursework, 25 credit points "
Legal Histories,LAWS50095,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Human Rights Advocacy,LAWS70186,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Adv Topics in Biomechanics,ENGR90020,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Tax Practice: Writing Effectively,LAWS70318,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Tax Policy,LAWS70319,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Public Sector Accounting and Reporting,ACCT90035,Not offered in 2020,"Graduate coursework, 12.5 credit points "
"Sovereignty, Justice, Indigenous Peoples",CRIM90008,Not offered in 2020,"Graduate coursework, 12.5 credit points "
The Critical Imagination,SOTH40003,Not offered in 2020,"Honours, 12.5 credit points "
Corruption in International Sport,LAWS90041,Not offered in 2020,"Graduate coursework, 12.5 credit points "
International Law and Ethics,LAWS70369,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Visiting Scholar: Advanced Seminar A,ARTS90020,Not offered in 2020,"Graduate coursework, 6.25 credit points "
American Constitutional History & Rights,LAWS90061,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Domestic Courts and International Law,LAWS90019,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Middle Eastern Wars: Jihad & Resistance,HIST90027,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Topics in Optical Communication,ELEN90085,Not offered in 2020,"Graduate coursework, 12.5 credit points "
The Rule of Law in Theory & in Practice,LAWS50120,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Urban Eco Acupuncture Studio,ABPL90111,Not offered in 2020,"Graduate coursework, 25 credit points "
International Accounting Study Program,ACCT30011,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
"States: When, Why and How they Happen",LAWS90150,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Investment and Risk in Southeast Asia,LAWS70457,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Separation of Powers,LAWS70424,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Coaching Lab 2,THTR90016,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Urban and Cultural Heritage Internship,ABPL90381,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Structured Psychotherapies,PSYT90084,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Managerial Economics,BUSA90195,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Sexual Violence and Armed Conflict,LAWS70461,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Chinese Corporate Law and Securities,LAWS70408,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Copyright and Patents,LAWS50057,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Community Mental Health,NURS90013,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Language Program Evaluation,LING90008,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Executive Power in Australia,LAWS70447,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Dream Screen: Film and Psychoanalysis,SCRN40010,Not offered in 2020,"Honours, 12.5 credit points "
Conservation Research and OBL,CUMC90004,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Applied Risk Management,FNCE90082,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Honours (Production Placement),THTR40003,Not offered in 2020,"Honours, 75 credit points "
Piano Duo and Duet 2,MUSI30194,Not offered in 2020,"Undergraduate Level 3, 6.25 credit points "
Tax Treaty Interpretation,LAWS90132,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Regolith Geoscience,ERTH90031,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Spanish Honours Language Seminar 2,SPAN40003,Not offered in 2020,"Honours, 12.5 credit points "
Privacy and Regulation of Surveillance,LAWS90028,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Applied Research Project,FNCE90034,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Visiting Scholar Subject: Philosophy,PHIL90035,Not offered in 2020,"Graduate coursework, 6.25 credit points "
New Media and Communications,LAWS70182,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Clinical Teaching Practice (Prim) 2 PT,EDUC91007,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Human Rights of Groups,LAWS70114,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Bilingualism,LING90021,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Data Analysis for Finance,FNCE90083,Not offered in 2020,"Graduate coursework, 12.5 credit points "
US Copyright Law and Practice,LAWS90104,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Health Communication Skills 2,PAED90016,Not offered in 2020,"Graduate coursework, 12.5 credit points "
The Future of Health in a Data Storm,BINF20001,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Economic Design,ECON40006,Not offered in 2020,"Honours, 12.5 credit points "
Scheduling and Optimisation,MAST90050,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Performance Workshop 4.2,MUSI40046,Not offered in 2020,"Honours, 6.25 credit points "
Studying Contemporary Art Abroad,AHIS30002,Not offered in 2020,"Undergraduate Level 3, 25 credit points "
Regional Integration: The Case of the EU,LAWS70433,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Global Environmental History,HIST90036,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Financial Management,BUSA90095,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Doing Business in the Asia-Pacific,IBUS20006,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Stakeholders and Internal Influence,MGMT90218,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Managing Organisational Change,MGMT90022,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Human Rights Beyond Borders,LAWS70360,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Techniques B (Production Management),THTR60014,Not offered in 2020,"Graduate coursework Level 6, 12.5 credit points "
Alexander Technique for Musicians,MUSI20161,Not offered in 2020,"Undergraduate Level 2, 6.25 credit points "
Urban & Cultural Heritage Research Proj,ABPL90383,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Current Issues in International Tax,LAWS90158,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Global Health Law,LAWS70151,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Commercial Restitution,LAWS50115,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Multiculturalism and the State,LAWS90106,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Professional Project (Performance),MUSI40066,Not offered in 2020,"Honours, 12.5 credit points "
British Art and Sensibility at the NGV,AHIS90010,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Measure Theory,MAST90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Integrated Management Plans,NRMT90032,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Global Administrative Law,LAWS90091,Not offered in 2020,"Graduate coursework, 12.5 credit points "
European Intellectual Property Law,LAWS70418,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Historical Performance Practice,MUSI30116,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
"Human Rights, Muslims and Islamic Law",ISLM30019,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Politics and Business in post-Mao China,POLS90013,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Law and Emerging Health Technologies,LAWS70421,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Diseases of Poultry & Aquatic Industries,VETS90090,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Indigenous Land Management,GEOG90019,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Terrorism and Insurgency,POLS90050,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Racing Industry Law and Regulation,LAWS70164,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Law and Literature,LAWS50121,Not offered in 2020,"Graduate coursework Level 5, 12.5 credit points "
Physical Chemistry III,CHEM30001,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Applied Investment Management,FNCE90080,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Applied Research Essay,ACCT90027,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Sports Marketing and Media Law,LAWS70275,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
"Women, War and Peacebuilding",LAWS70118,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Asian Competition Policy and Law,LAWS90067,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Drama Therapy Methods 4,CREA90020,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Visual Culture Industries,SCRN90004,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Nagoya Host Studio,ABPL90338,Not offered in 2020,"Graduate coursework, 25 credit points "
Predictive Analytics,MGMT90216,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Residential Land Development,GEOM90045,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Philosophy of International Law,LAWS70429,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Corporate Tax,LAWS90005,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Professional Learning Capstone (Sec),EDUC91015,Not offered in 2020,"Graduate coursework, 25 credit points "
"Criminal Law, Poverty and Justice",LAWS70413,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Hacking Society Systems in Transition,ABPL90399,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Cultures & Flavours of Latin America,LTAM20001,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
New Caledonia in the 21st Century,FREN30019,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Europe and its Others,EURO30005,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Analysing Professional Communication,MECM20012,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
"Law, Science and Power",LAWS10008,Not offered in 2020,"Undergraduate Level 1, 12.5 credit points "
"Corruption, Transparency and Politics",PPMN10003,Not offered in 2020,"Undergraduate Level 1, 12.5 credit points "
"Organisations, Economics and Incentives",ECON30017,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Cross-Cultural Management and Teamwork,MGMT20007,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Labour Economics,ECON30006,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Managing in Contemporary Organisations,MGMT30002,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Introduction to Real Estate Analysis,FNCE20004,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Economics of Food Markets,ECON30007,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Business Economics and e-Commerce,ECON20006,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Australian Economic History,ECON20008,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Economics of the Environment,ECON20004,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Recruitment and Selection in Surgery,MEDS90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Assessment and Evaluation in Surgery,MEDS90018,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Italian Language in Focus,ITAL30004,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Art and Revolution,AHIS20016,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
The Origins of the Novel,FREN30012,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Campaigns and Elections,POLS30032,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Leading Change in a Complex World,MULT30014,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Critical Theories,SOTH30001,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
French Music Louis XIV to the Revolution,MUSI20205,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Don Quijote Against the Universe,SPAN20017,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Crisis Continent: Europe's 20th Century,HIST20078,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Venice and Cultures of Consumption,HIST30051,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
French Travel Writing,FREN30014,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Britain in the Wider World 1603-1815,HIST20077,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Race in America,HIST30059,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Social Theory and Political Analysis,SOTH20003,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Art in Medieval Europe,AHIS20019,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Nutrition Policy and Public Health,NUTR30001,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Global Pop,MUSI20219,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
Coaching Lab 1,THTR90012,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Coaching and Collaboration,THTR90015,Not offered in 2020,"Graduate coursework, 25 credit points "
Derivatives Law and Practice,LAWS70023,Not offered in 2020,"Graduate coursework Level 7, 12.5 credit points "
Veterinary Medicine and Surgery Part B,VETS90105,Not offered in 2020,"Graduate coursework, 37.5 credit points "
Implementation of Strategy,BUSA90126,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Stage Management Techniques 2B,THTR20034,Not offered in 2020,"Undergraduate Level 2, 12.5 credit points "
New Approaches in Development Management,DEVT90065,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Veterinary Bioscience 1 Part B,VETS90109,Not offered in 2020,"Graduate coursework, 25 credit points "
America and the Rise of Asia,POLS90057,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Applications in Animal Health Part B,VETS90102,Not offered in 2020,"Graduate coursework, 25 credit points "
Statistical Signal Processing,ELEN90079,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Law Enforcement and Public Health,POPH90246,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Advanced Studies in Econometrics 1,ECOM90018,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Commutative and Multilinear Algebra,MAST90025,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Intro. to Mathematical Psychology 3,PSYC30011,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Comparative Family Law,LAWS90156,Not offered in 2020,"Graduate coursework, 12.5 credit points "
Working in First Nations Contexts,ARTS90019,Not offered in 2020,"Graduate coursework, 6.25 credit points "
Special Topics in Accounting,ACCT30007,Not offered in 2020,"Undergraduate Level 3, 12.5 credit points "
Performance Projects C,THTR60029,Not offered in 2020,"Graduate coursework Level 6, 75 credit points "
Conducting Educational Research,EDUC90729,Not offered in 2020,"Graduate coursework, 12.5 credit points "
